Anno,Regione,Comune,Localita,Codice stazione,Bacino idrografico,Corpo idrico,Livello di contaminazione,Campioni,Misure,n misure positive,Sostanze cercate,Sostanze trovate,Pesticidi totali,x,y
2020,Lombardia,Varzi ,Ponte Crenna,N0080882IR1,Po- Staffora (Torrente),dall'Aronchio fino alla confluenza dell'Ardivestra,Non quantificabile,4,306,0,108,0,,1019832.7710035092,5593897.2872991515
2020,Lombardia,Cumignano sul Naviglio,,POOG3CVNNCA1LO1,OGLIO SUBLACUALE- Naviglio Grande Pallavicino (Canale) ,Naviglio Nuovo o Grande,Non quantificabile,4,472,1,109,0,0.02,1106998.2019004412,5663344.44242571
2020,Lombardia,Aprica,Liscidini,N008001003011LO1,ADDA PRELACUALE- Valle di Aprica (Torrente),Dalla sorgente alla confluenza con il Belviso,Non quantificabile,3,354,0,109,0,,1127716.1741444813,5804221.622932216
2020,Lombardia,Valnegra,,N008001006A1LO1,BREMBO- Val Nera (Torrente),dalla sorgente alla immissione nel Brembo di Carona,Non quantificabile,3,354,0,109,0,,1079012.1163280709,5772257.324267407
2020,Lombardia,Collio,,N00806000804011LO1,MELLA- Valle Pisseri (Torrente),dalla sorgente alla immissione nel Borgo,Non quantificabile,3,355,0,110,0,,1150489.8029278638,5751772.067881652
2020,Lombardia,Menaggio,,N0080011482LO1,LAGO DI COMO (LARIO)- Sanagra (Torrente),dal confine Her alla immissione nel lago di Como,Non quantificabile,4,472,0,109,0,,1028754.6737385646,5784121.216324151
2020,Lombardia,Fara Gera dAdda,,N00800111LO1,ADDA SUBLACUALE- Adda (Fiume),dal Brembo all'inizio canale Muzza,Non quantificabile,5,265,2,53,0,0.1,1060737.9552526448,5708917.509960618
2020,Lombardia,Ponte Nossa,,N008001023091LO1,SERIO- Riso (Torrente),dalla sorgente alla immissione nel Serio,Non quantificabile,3,348,0,107,0,,1099777.7867468414,5757698.604697298
2020,Lombardia,Parabiago,,POTI3VICA1LO1,TICINO SUBLACUALE -Villoresi (Canale),Villoresi (Canale),Non quantificabile,3,195,2,56,0,0.047,997697.5877222894,5710084.1210978655
2020,Lombardia,Tremosine,,N008056007471LO1,LAGO DI GARDA (BENACO)- Valle del Piles (Torrente),dalla sorgente alla immissione nel lago di Garda,Non quantificabile,4,472,1,109,0,0.057,1194650.3674648423,5753089.708308334
2020,Lombardia,Boffalora d'Adda,,POAD3MOCA1LO1,ADDA SUBLACUALE- Mozzanica (Roggia),Mozzanica (Roggia),Non quantificabile,3,354,7,109,0,0.073,1055984.1176651698,5679044.140530828
2020,Lombardia,Gussola,,PORICA1LO2,Po,Il Riolo (Canale),Superiore ai limiti,2,236,11,109,4,0.856,1147774.6964485128,5623198.296489197
2020,Lombardia,Borgoforte,,POFVCA1LO1,Po- Fossaviva (Canale),FOSSAVIVA,Superiore ai limiti,7,768,24,110,3,2.335,1195649.2239477437,5630360.259370127
2020,Lombardia,Cavenago,,POAD3SEBOCA1LO2,SERIO - Serio (Fiume),Borgogna (Roggia),Superiore ai limiti,4,472,10,109,3,1.768,1085638.484501489,5722099.412512885
2020,Lombardia,S. Benedetto Po,,0013281IR1,Po- Bonifica Mantovana,Canale Della Bonifica Reggiana Mantovana,Superiore ai limiti,5,591,33,110,3,1.766,1223493.3192508211,5629209.736709079
2020,Lombardia,Crema,,POAD3SECRCLO1,SERIO- Cresmiero (Roggia),Cresmiero (Roggia),Entro i limiti,3,354,14,109,3,0.446,1079238.2457093203,5676075.645129633
2020,Lombardia,Pegognaga,,PORMTRCA1LO1,Po- Trigolaro (Colatore),Colatore Trigolaro,Superiore ai limiti,5,591,20,110,4,3.504,1207523.9270994458,5624667.743329285
2020,Lombardia,Ponte Nizza,,N0080880141LO1,Po,Nizza (Torrente),Entro i limiti,4,8,6,2,2,0.275,1013891.269589662,5598480.42562543
2020,Lombardia,Portalbera,,N0082452LO2,Po,Versa (Torrente),Superiore ai limiti,3,355,10,110,1,0.353,1038406.4911231308,5637393.751674914
2020,Lombardia,Locate triulzi,Loc.Moro,N0080440021LO1,OLONA-LAMBRO MERIDIONALE- Lambro Meridionale (Colatore),da Milano al depuratore di Locate Triulzi,Superiore ai limiti,4,473,22,110,2,4.766,1024454.3575307543,5678237.449255767
2020,Lombardia,Cassano Magnago,,N008001A1LO1,TICINO SUBLACUALE- Arno (Torrente),dalla sorgente allo spaglio,Superiore ai limiti,4,473,12,110,3,1.095,980330.0676874701,5729102.423038409
2020,Lombardia,Azzano Mella,,POOG3QUVA1LO1,MELLA- Quinzanello (Vaso),Quinzanello (Vaso),Superiore ai limiti,5,590,7,109,2,0.48,1125735.5658761822,5695635.51493341
2020,Lombardia,Valmadrera,,N0080011611LO1,LAGO DI COMO (LARIO)- Rio Torto (Fiume),dal lago di Annone a immissione nel lago di Como,Entro i limiti,4,8,4,2,1,0.081,1042757.2594258639,5756422.248502551
2020,Lombardia,Capergnanica,,POAD3SEARCLO1,ADDA SUBLACUALE- Acqua Rossa (Roggia),Acqua Rossa (Roggia),Entro i limiti,4,473,11,110,3,0.38,1073697.148877804,5675357.459196686
2020,Lombardia,Bovegno,,N008060008131LO1,MELLA- Mella di Sarle (Torrente),dalla sorgente alla immissione nel Mella,Superiore ai limiti,4,465,3,108,1,0.402,1143987.940071658,5747404.152197393
2020,Lombardia,Marcaria,"Ponte di barche di Torre d'Oglio, sulla S.P.57",N0080609LO1,OGLIO SUBLACUALE- Oglio (Fiume),dal Chiese alla immissione in Po,Superiore ai limiti,7,823,12,110,2,0.36,1185664.045873288,5628005.91454049
2020,Lombardia,Cazzago S. Martino,,POOG3CSCA1LO1,OGLIO SUBLACUALE- Seriola Castrina (Canale),SERIOLA CASTRINA,Superiore ai limiti,7,767,4,109,1,3.414,1117999.2995386675,5705765.234967541
2020,Lombardia,Pozzolengo,,N0080560051LO1,MINCIO- Redone (Torrente),dalla sorgente alla confluenza del Fossa Redone,Superiore ai limiti,5,589,14,110,2,0.7,1181379.9814498888,5683497.596191938
2020,Lombardia,Rodigo,,N0080564IR2,MINCIO- Mincio (Fiume),dal Naviglio di Goito ai laghi di Mantova,Entro i limiti,5,590,18,109,2,0.46,1189174.2819225127,5649732.182207416
2020,Lombardia,Gabbioneta,,POOG3ASCA1LO1,OGLIO SUBLACUALE- Dugale Aspice (Colatore),DUGALE ASPICE,Superiore ai limiti,5,590,25,109,5,2.2,1138877.8450857839,5654383.899378571
2020,Lombardia,Castelmella, Parco del Fontanone,N008060008302LO1,MELLA- Mandolossa (Roggia),dal confine Her alla immissione in Mella,Superiore ai limiti,7,767,14,109,2,0.46,1127898.2076235039,5698944.912830285
2020,Lombardia,Trezzo d' Adda,Viale del cimitero,N00800110LO1,ADDA SUBLACUALE- Adda (Fiume),dalla traversa di Robbiate al Brembo (saltando la traversa di Trezzo),Entro i limiti,4,314,4,110,1,0.127,1060869.9295340758,5716824.257812097
2020,Lombardia,Castelnuovo Bocca dAdda,ponte stradale S.p. 196,POAD3ACCA1LO1,ADDA SUBLACUALE- Adda (Collettore),ADDA COLLETTORE,Superiore ai limiti,5,480,16,109,5,1.494,1095721.7200191726,5642618.397481371
2020,Lombardia,Palosco,in corrispondenza del ponte della S.C. Palosco - Mornico al Serio,N0080600033LO1,OGLIO SUBLACUALE- Cherio (Fiume),dal confine Her fino alla immissione in Oglio,Superiore ai limiti,4,473,4,110,3,1.01,1094902.3101078307,5713749.726263623
2020,Lombardia,Sarnico,,N0080600062LO1,OGLIO SUBLACUALE- Guerna (Torrente),dal Valle di Bondo a immissione in Oglio,Entro i limiti,3,354,1,109,1,0.06,1106700.238857271,5726913.820973488
2020,Lombardia,Bergamo,Campagnola,N0080010232501012LO1,SERIO- Morla (Torrente),dal confine Her alla immissione in Serio,Entro i limiti,5,590,5,109,2,0.16,1077652.7640383535,5729187.90742285
2020,Lombardia,Lecco,Loc.Ponte ferroviario via Carlo Porta,N0080011622LO1,LAGO DI COMO (LARIO)- Caldone (Torrente),dal Grigna alla immissione nel lago di Como,Entro i limiti,4,8,3,2,2,0.247,1046109.7116295068,5756770.05433172
2020,Lombardia,Claino  con Osteno, alla foce nel lago Ceresio,N00809803505071LO1,LAGO DI LUGANO (CERESIO)- Telo di Osteno (Torrente),dalla sorgente alla immissione nel lago di Lugano,Entro i limiti,3,6,4,2,2,0.457,1011377.8669487817,5781440.556957301
2020,Lombardia,Sermide,,POFOCA1IR1,Po- Fossalta (Canale),Canale Fossalta,Superiore ai limiti,4,472,27,109,5,2.08,1254323.9277249125,5613741.8364531305
2020,Lombardia, Lodi Vecchio,Strada Comunale per Salerano sul Lambro,POLSSSCA1LO1,LAMBRO- Sillaro Salerano,SILLARO SALERANO,Superiore ai limiti,3,354,10,109,2,0.504,1047547.1238825493,5669111.179764245
2020,Lombardia,S. Martino in Strada,Cascina Baggia,POAD3MUCA1LO1,ADDA SUBLACUALE- Muzza (Colatore),MUZZA COLATORE,Superiore ai limiti,3,354,9,109,2,0.261,1062120.3264314171,5663147.475286126
2020,Lombardia,Canneto SullOglio,Al ponte della S.S.343 Bizzolano,N00806000416IR1,CHIESE SUBLACUALE- Chiese (Fiume),dal Branchello alla confluenza in Oglio,Entro i limiti,6,705,7,110,1,0.22,1159126.0457862082,5646183.886009156
2020,Lombardia,S. Angelo Lodigiano,ponte centrale,N0080440022LO1,OLONA-LAMBRO MERIDIONALE- Lambro Meridionale (Fiume),da Locate Triulzi a immissione in Lambro,Superiore ai limiti,4,473,26,110,5,3.895,1046911.2514054985,5659297.185789877
2020,Lombardia,Redondesco,,POOG3SVCA1LO1,OGLIO SUBLACUALE- Cavata (Scolo),SCOLO CAVATA,Superiore ai limiti,4,472,16,109,3,2.39,1171746.5356840566,5644774.291883406
2020,Lombardia,Castelgoffredo,,POOG3TFZA1LO1,CHIESE SUBLACUALE- Tartaro Fabbrezza (Canale),TARTARO FABREZZA O FABRESSA,Entro i limiti,6,706,21,109,3,0.579,1165894.5308300653,5673768.579264029
2020,Lombardia,Cigognolo,,POOG3MGCICA1LO1,OGLIO SUBLACUALE- Ciria (Cavo),CAVO CIRIA,Entro i limiti,4,473,8,110,3,0.23,1136554.749531959,5647387.291418709
2020,Lombardia,Piadena,,POOG3MACA1LO1,OGLIO SUBLACUALE- Diversivo Magio (Cavo),Diversivo Magio,Superiore ai limiti,5,590,14,109,3,0.97,1156950.9178602584,5641300.692953498
2020,Lombardia,Acquanegra sul Chiese,,POOG3TFCA1LO1,OGLIO SUBLACUALE- Tartaro Fuga (Canale),SERIOLA O TARTARO FUGA,Superiore ai limiti,4,472,16,109,4,0.694,1168393.6302852063,5644936.621382671
2020,Lombardia,Travacò  Siccomario,"A valle della confluenza della roggia Vernavola, in corrispondenza dell'idrometro del ponte della Becca",N0080986IR2,TICINO SUBLACUALE- Ticino (Fiume),da Bereguardo alla immissione in Po,Superiore ai limiti,7,822,22,109,2,0.656,1023082.0789424363,5646658.002769462
2020,Lombardia,Ottobiano,,N0080030022IR1,AGOGNA- Erbognone (Torrente),dall'ingresso in regione fino alla immissione in Agogna,Superiore ai limiti,7,770,60,110,11,4.213,983113.9839428955,5645100.791889427
2020,Lombardia,Villimpenta,,IR1,FISSERO-TARTARO- Tione (Fiume),da diramazione dello scolo belgioioso a rettificazione corso (Mulino di Villimpenta),Superiore ai limiti,5,591,34,110,6,2.251,1228371.7359673544,5644948.730978308
2020,Lombardia,Flero,,POOG3MEFICA1LO1,MELLA- Fiume (Vaso),Fiume (Vaso),Superiore ai limiti,6,466,15,109,3,1.099,1132339.551688614,5695561.086229942
2020,Lombardia,Varese,,N00804400201A1LO1,OLONA-LAMBRO MERIDIONALE- Vellone (Torrente),dal termine della tombinatura di Varese alla immissione in Olona,Superiore ai limiti,4,472,8,109,2,3.763,986309.33212429,5749276.8937748
2020,Lombardia,Varese," Valle Olona, in corrispondenza della traversa di Via Peschiera",N008041002011LO1,OLONA-LAMBRO MERIDIONALE- Olona (Fiume),dalla sorgente alla confluenza del Ranza,Superiore ai limiti,5,591,6,110,2,1.146,985394.0513679286,5751523.442617574
2020,Lombardia,Malnate,,N00804100201021IR1,OLONA-LAMBRO MERIDIONALE- Ranza (Torrente),dal rientro in regione alla immissione in Olona,Superiore ai limiti,3,354,7,109,2,22.477,988771.6761657626,5749502.258323605
2020,Lombardia,Legnano ,Via S. Vittore,N008044002012LO1,OLONA-LAMBRO MERIDIONALE- Olona (Fiume),dall'immissione del Ranza al depuratore di Canegrate,Superiore ai limiti,4,472,15,109,2,4.44,993049.2217285115,5714772.115295493
2020,Lombardia,Rho,molino prepositurale,N008044002013LO1,OLONA-LAMBRO MERIDIONALE- Olona (Fiume),da Canegrate a confluenza del Lura,Superiore ai limiti,4,472,15,109,2,4.154,1004083.8583725869,5704746.170662927
2020,Lombardia,Palosco,,POOG3CE3BOCA1LO1,OGLIO SUBLACUALE- Bolgare (Roggia),Bolgare (roggia),Superiore ai limiti,3,354,12,109,6,5.761,1094457.3628975076,5716260.082155821
2020,Lombardia,Casalpusterlengo,Via Giovanni XXIII,N0082500031LO1,Po- Brembiolo (Roggia),dalla sorgente al depuratore di Casalpusterlengo,Superiore ai limiti,5,586,17,109,3,0.928,1074199.8869129778,5649443.8647815855
2020,Lombardia,Abbiategrasso, La Pinetina,POTI3SNCA1LO1,TICINO SUBLACUALE- Scolmatore Piene Nord - Ovest (Canale),dalla sorgente alla immissione nel Ticino,Entro i limiti,5,586,10,109,2,0.384,986202.2663499657,5682644.406602979
2020,Lombardia,Somma Lombardo,,N0080980281LO1,TICINO SUBLACUALE- Strona (Torrente),dalla sorgente alla immissione nel Ticino,Superiore ai limiti,5,590,14,109,2,1.573,966612.9613463314,5728747.956733661
2020,Lombardia,Premana,,N0080010272LO1,LAGO DI COMO (LARIO)- Varrone (Torrente),dal Valle di Fraina allo sbarramento di Pagnona,Entro i limiti,5,10,5,2,1,0.19,1047907.2437200972,5788541.916360405
2020,Lombardia,Casaletto Ceredano,,POAD3MECA1LO1,ADDA SUBLACUALE- Melesa (Roggia),Melesa (Roggia),Superiore ai limiti,4,473,13,110,3,0.52,1070723.5665211086,5671495.517847137
2020,Lombardia,Rivarolo del Re ed Uniti,,POAG3NACA1LO2,OGLIO SUBLACUALE- Navarolo (Canale),Navarolo (Canale),Superiore ai limiti,4,472,24,109,4,0.923,1161546.3737331056,5628455.374349635
2020,Lombardia,San Daniele Po,,POPOCA1LO1,Po- Dugale Pozzolo (Colatore),Dugale Pozzolo (Colatore),Superiore ai limiti,3,354,12,109,4,0.67,1132788.695341845,5630005.683379002
2020,Lombardia,Roncoferraro,,FTDECA1IR1,FISSERO-TARTARO- Derbasco (Canale),da inzio corso a confluenza nel canale Fissero Canalbianco,Entro i limiti,5,590,23,109,3,0.588,1213801.7108020098,5639333.742163142
2020,Lombardia,Barghe,in corrispondenza del ponte Re,N00806000412IR1,CHIESE SUBLACUALE- Chiese (Fiume),dal lago d'Idro alla confluenza del Vrenda di Odolo,Non quantificabile,4,220,1,55,0,0.04,1157743.3170142334,5730566.730414844
2020,Lombardia,Samolaco,S.Pietro,N0080010182IR1,MERA- Mera (Fiume),da Liro a lago di Como,Non quantificabile,6,705,0,110,0,,1047342.271538877,5818919.574082025
2020,Lombardia,Costa Volpino,Ponte Barcotto,N0080604LO1,OGLIO SOPRALACUALE- Oglio (Fiume),dal Lanico alla immissione nel lago d'Iseo,Non quantificabile,6,650,0,110,0,,1124830.3192063523,5752568.18009418
2020,Lombardia,Luino,,N0080981061LO1,LAGO MAGGIORE (VERBANO)- Colmegna (Torrente),dalla sorgente alla immissione nel lago Maggiore,Non quantificabile,3,348,1,107,0,0.024,974448.052788323,5784117.2374207955
2020,Lombardia,Mandello,Foce- lido Mandello,N0080011561LO1,LAGO DI COMO (LARIO)- Valle Meria (Torrente),dalla sorgente alla immissione nel lago di Como,Non quantificabile,5,315,0,54,0,,1036960.8941604239,5766676.052534635
2020,Lombardia,Grandola ed Uniti,Alpe Leveia,N0080011481LO1,LAGO DI COMO (LARIO)- Sanagra (Torrente),dalla sorgente al confine Her,Non quantificabile,3,354,0,109,0,,1024919.5669539275,5794331.347847608
2020,Lombardia,Porlezza,Foce,N00809803505021LO1,LAGO DI LUGANO (CERESIO)- Rezzo (Torrente) - Valle del Cagna (Torrente),dalla sorgente alla immissione nel lago di Lugano,Non quantificabile,4,8,0,2,0,,1015442.2291162612,5785899.929236913
2020,Lombardia,Montagna in Valtellina,ponte statale,N0080015LO2,ADDA PRELACUALE- Adda (Fiume),dal Poschiavino al Mallero,Non quantificabile,4,465,0,108,0,,1102487.9387813364,5807244.744077906
2020,Lombardia,Valdidentro,Producena,N008001029081LO1,ADDA PRELACUALE- Val Foscagno (Torrente),-,Non quantificabile,4,472,1,109,0,0.068,1142818.647202077,5858112.735938451
2020,Lombardia,Corteno Golgi,,N0080600111LO1,OGLIO SOPRALACUALE,Ogliolo di Edolo (Torrente),Non quantificabile,3,165,0,55,0,,1135721.1073951798,5806527.8031546045
2020,Lombardia,Verolavecchia,,N0080606BLO1,OGLIO SUBLACUALE,Oglio (Fiume),Non quantificabile,3,355,3,110,0,0.09,1117832.1506313072,5665558.563636417
2020,Lombardia,Erba,presa,N0080440071LO1,LAMBRO- Bova (Torrente),dalla sorgente alla immissione nel Lambro,Non quantificabile,5,480,0,109,0,,1024668.5870237446,5752082.887741102
2020,Lombardia,Villa di Tirano,Stazzona,N0080015LO1,ADDA PRELACUALE- Adda (Fiume),dal Poschiavino al Mallero,Non quantificabile,4,465,0,108,0,,1127552.5798980168,5810481.343817908
2020,Lombardia,Tavernerio,,N0080010551LO1,LAGO DI COMO (LARIO),Cosia (Torrente),Non quantificabile,3,354,0,109,0,,1018788.46777216,5748962.255728193
2020,Lombardia,Rovato,,POOG3NUCA1LO1,OGLIO SUBLACUALE- Seriola Nuova di Chiari (Canale),SERIOLA NUOVA DI CHIARI,Non quantificabile,3,354,0,109,0,,1113874.2765484157,5707537.588719453
2020,Lombardia,Castelmarte,,N0080442LO1,LAMBRO- Lambro (Fiume),dal Valle della Roncaglia al lago di Pusiano,Non quantificabile,4,261,0,57,0,,1028733.2575059592,5754409.210928057
2020,Lombardia,Lasnigo,,N0080441LO1,LAMBRO- Lambro (Fiume),da sorgente a confluenza del Valle della Roncaglia,Non quantificabile,4,261,0,57,0,,1031213.374769358,5761435.046021461
2020,Lombardia,Casaletto di Sopra,,POMBNCNMCA1LO1,Po- Naviglio di Melotta (Canale),NAVIGLIO DI MELOTTA,Non quantificabile,4,472,3,109,0,0.08,1091368.945657059,5686765.4157158015
2020,Lombardia,Gera Lario, ponte  statale,N0080017LO1,ADDA PRELACUALE- Adda (Fiume),da traversa di Ardenno al lago di Como,Non quantificabile,6,705,2,110,0,0.064,1047836.9349469735,5804379.981161608
2020,Lombardia,Bonate Sotto,,POAD3BRMACA1LO1,BREMBO- Enel (Canale) - Masnada (Roggia),CANALE ENEL_ROGGIA MASNADA,Non quantificabile,4,220,0,55,0,,1065461.1572558011,5727347.791783923
2020,Lombardia,Angolo Terme,,N0080600052LO1,OGLIO SOPRALACUALE- Dezzo (Torrente),dal Valle di Vo alla immissione in Oglio,Non quantificabile,4,220,1,55,0,0.049,1129260.3257135977,5763809.595885215
2020,Lombardia,Castelmella, Fenile Mella,N0080600084LO1,MELLA- Mella (Fiume),dal confine Her 56 fino a Manerbio,Entro i limiti,5,590,5,109,1,0.25,1129579.5823040148,5699751.200619763
2020,Lombardia,Canneto sullOglio,Idrometro di Carzaghetto,N0080608LO1,OGLIO SUBLACUALE- Oglio (Fiume),dal Mella alla confluenza del Chiese,Entro i limiti,4,473,11,110,2,0.271,1148124.0887833063,5649824.00947111
2020,Lombardia,Ceranova,,N0080611LO2,Po,Olona (Roggia),Superiore ai limiti,3,348,20,107,5,1.822,1027651.6550953318,5661110.40885228
2020,Lombardia,Chieve,,POAD3BECA1LO1,ADDA SUBLACUALE- Benzona (Roggia),Benzona (Roggia),Superiore ai limiti,3,354,10,109,3,0.58,1068244.8347827333,5674960.911037184
2020,Lombardia,Borgoforte,,POROCA1LO1,Po- Roncocorrente (Canale),RONCOCORRENTE,Superiore ai limiti,5,591,15,110,3,0.557,1193651.287960768,5630079.756207378
2020,Lombardia,Seriate,,N0080010235LO2,SERIO - Serio (Fiume),dal Nese alla confluenza della roggia Borgogna,Superiore ai limiti,5,591,7,110,2,0.55,1082526.8974388,5729145.42335554
2020,Lombardia,Capriolo, a valle dell'impianto idroelettrico del cotonificio N.K.,N0080605LO1,OGLIO SUBLACUALE- Oglio (Fiume),dall'Iseo alla confluenza Cherio,Entro i limiti,5,591,1,110,1,0.05,1103867.1739685463,5724095.529610546
2020,Lombardia,"Pero", valle confluenza del Lura,N008044002014LO1,OLONA-LAMBRO MERIDIONALE- Olona (Fiume),dal Lura alla tombinatura di Milano,Superiore ai limiti,6,598,22,109,4,4.86,1009778.4500554842,5703083.467675212
2020,Lombardia,Carnate,c.na Campana,N008001191012LO1,ADDA SUBLACUALE- La Molgora (Torrente),da Osnago alla confluenza del Molgoretta,Superiore ai limiti,7,822,20,109,3,0.798,1043970.1302560407,5725180.483807787
2020,Lombardia,Sarezzo,Crocevia,N008060008101LO1,MELLA- Faidana (Torrente) - Gobbia (Torrente),dalla sorgente alla immissione nel Mella,Superiore ai limiti,4,473,4,110,1,11.3,1135693.4299875733,5723928.270062583
2020,Lombardia,Castenedolo,a valle dell'impianto di depurazione,N008060008353LO1,OGLIO SUBLACUALE- Garza (Torrente),dal Naviglio Grande Bresciano allo spaglio,Entro i limiti,2,179,1,109,1,0.1,1144158.7373151425,5693383.080876391
2020,Lombardia,Montichiari,in corrispondenza del ponte della S.P.668,N00806000415IR1,CHIESE SUBLACUALE- Chiese (Fiume),da Bedizzole alla confluenza del Branchello,Superiore ai limiti,5,591,3,110,2,0.82,1156195.2693441312,5685468.522301565
2020,Lombardia,S. Donato Milanese,via Monticello,N0080440031LO1,LAMBRO- Redefossi (Cavo),da origine a confluenza in Lambro,Superiore ai limiti,3,354,11,109,3,1.182,1033127.8498473332,5686189.049282423
2020,Lombardia,Peschiera Borromeo,ponte Via Vittorini ,N0080445LO1,LAMBRO- Lambro (Fiume),da Monza a confluenza del Redefossi,Superiore ai limiti,6,704,22,109,2,2.584,1031558.74775637,5691769.644920221
2020,Lombardia,Vertemate, Mulino Bernardelli,N008001091012LO1,SEVESO- Seveso (Torrente),da Fino Mornasco a confluenza  del S.Antonio,Superiore ai limiti,4,366,11,109,3,5.313,1011197.6603428989,5737802.849291103
2020,Lombardia,Lomazzo,,N00804400201012LO1,OLONA-LAMBRO MERIDIONALE- Lura (Torrente),da Bulgarograsso al depuratore di Caronno Pertusella,Superiore ai limiti,4,366,17,109,4,16.37,1006677.7447048356,5732415.105548282
2020,Lombardia,Bulgarograsso,a monte del depuratore,N00804400201011LO1,OLONA-LAMBRO MERIDIONALE- Lura (Torrente),dalla sorgente al depuratore di Bulgarograsso,Superiore ai limiti,4,366,9,109,2,1.098,1003616.3025128123,5739554.869881108
2020,Lombardia,Marmirolo,Massimbona,N0080563IR1,MINCIO- Mincio (Fiume),dalla restituzione della diga di Salionze (D. Mantovana) alla derivazione del Naviglio di Goito,Entro i limiti,4,472,3,109,1,0.06,1192019.4567723363,5669420.359418132
2020,Lombardia,Pisogne,,POOG2ITCA1LO1,LAGO D'ISEO (SEBINO),dalla sorgente alla immissione nel lago d'Iseo,Entro i limiti,4,220,2,55,1,0.26,1125216.1416904684,5750002.396212758
2020,Lombardia,Montodine,"nel centro abitato, in corrispondenza del  ponte della S.S.491",N0080010238LO1,SERIO- Serio (Fiume),dalla Cresmiero alla immissione in Adda,Superiore ai limiti,7,822,23,109,3,0.8,1081051.1420558067,5666202.203227852
2020,Lombardia,Pralboino,"in corrispondenza del ponte della S.S 64, 5 Km a monte della confluenza in Oglio.",N0080600085LO1,MELLA- Mella (Fiume),da Manerbio alla immissione in Oglio,Superiore ai limiti,6,699,13,110,3,0.47,1136512.068018828,5663874.420943942
2020,Lombardia,Gottolengo,,POOG3MEBACA1LO1,OGLIO SUBLACUALE- Bambinello (Vaso),VASO BAMBINELLO,Superiore ai limiti,3,354,22,109,5,0.92,1144931.0401101199,5672079.363941195
2020,Lombardia,Isola Dovarese,,POOG3CPCA1LO1,OGLIO SUBLACUALE- Cidellara - Piave (Scolo),SCOLO CIDELLARA - PIAVE,Superiore ai limiti,5,590,23,109,6,1.22,1146981.9943598,5649727.442466735
2020,Lombardia,Sabbioneta,,POOG3NACA1LO1,OGLIO SUBLACUALE- Dugale Casumenta (Canale),Dugale Casumenta,Superiore ai limiti,4,472,33,109,7,2.841,1169200.7711028645,5618986.710625714
2020,Lombardia, S. Giuliano Milanese, Pedriano,N008044003071LO1,LAMBRO- Vettabbia (Cavo),da sorgente a immissione nel Redefossi,Superiore ai limiti,4,472,33,109,8,4.893,1037257.1450750794,5679235.453366874
2020,Lombardia,Cazzago Brabbia,,POTIVABRCALO1,LAGO MAGGIORE (VERBANO)- Brabbia (Canale),dal lago di Comabbio al lago di Varese,Superiore ai limiti,4,472,8,109,2,9.194,970324.286190601,5748041.582968361
2020,Lombardia,Arena Po,In corrispondenza del ponte della S.S.199,N00813IR1,Po- Po (Fiume),dal Ticino alla confluenza del Lambro,Superiore ai limiti,6,709,35,110,2,0.694,1040522.3139850565,5637963.707985834
2020,Lombardia,Cernobbio,Foce,N008001055012IR1,LAGO DI COMO (LARIO)- Breggia (Torrente),dal rientro in regione fino alla immissione nel lago di Como,Superiore ai limiti,4,472,13,109,2,2.018,1002654.6692147768,5753946.927893899
2020,Lombardia,Como,Foce,N0080010552LO1,LAGO DI COMO (LARIO)- Cosia (Torrente),dal Rio V. Ponzate alla immissione nel lago di Como,Superiore ai limiti,6,598,12,109,3,2.343,1010147.9727724328,5750515.268098005
2020,Lombardia,Sergnano ,,N0080010237LO1,SERIO- Serio (Fiume),da Mozzanica alla confluenza della roggia Cresmiero,Entro i limiti,5,590,11,109,4,0.784,1080894.6583135854,5689441.097271726
2020,Lombardia,Montanaso Lombardo, Cava,N00800112LO1,ADDA SUBLACUALE- Adda (Fiume),dal Muzza alla confluenza del Serio,Entro i limiti,3,355,5,110,1,0.107,1056064.136665883,5675112.995867111
2020,Lombardia,Vobarno,,N008060004042LO1,CHIESE SUBLACUALE- Agna (Torrente),dal Valle Faleno fino alla immissione nel Chiese,Entro i limiti,3,165,1,55,1,0.12,1168871.857138898,5724392.529070147
2020,Lombardia,Casarile,ponte di via Roma (cimitero),POTI3NPCA1LO1,TICINO SUBLACUALE- Naviglio Pavese (Canale),dalla sorgente alla immissione nel Ticino,Superiore ai limiti,3,354,4,109,1,0.367,1013823.5866271172,5671214.951183151
2020,Lombardia,Viadana,,N00817IR1,Po- Po (Fiume),dal Taro alla confluenza dell'Oglio,Superiore ai limiti,2,236,3,109,1,0.27,1172898.7208663085,5607703.455096058
2020,Lombardia,Nembro,,POAD3SEMRCA1LO1,SERIO- Morlana (Roggia),ROGGIA MORLANA,Entro i limiti,3,171,1,57,1,0.06,1088739.4132135038,5740393.942742401
2020,Lombardia,Pontida,,N0080011752LO1,ADDA SUBLACUALE- Sonna (Torrente),dal confine Her alla immissione in Adda,Entro i limiti,4,228,2,57,1,0.16,1051887.767206786,5738108.519448545
2020,Lombardia,Bereguardo,In corrispondenza del ponte della S.P.185,N0080985IR1,TICINO SUBLACUALE- Ticino (Fiume),da Vigevano al ponte di Bereguardo,Entro i limiti,5,590,9,109,1,0.249,1002730.5757050773,5658542.776999445
2020,Lombardia,Toscolano Maderno,,N008056007392LO1,LAGO DI GARDA (BENACO)- Toscolano (Torrente),dal lago di Valvestino fino alla immissione nel lago di Garda,Entro i limiti,4,466,3,109,1,0.228,1181140.202262594,5725707.1462966595
