Macrocomune,Sostanza,Conc_max
Cremona,MEVINPHOS,0.0
Cremona,MOLINATE,0.0
Cremona,NICOSULFURON,0.14
Cremona,OMETOATO,0.0
Cremona,OSSIDEMETON-METILE,0.0
Cremona,OXADIAZON,0.49
Cremona,OXADIXIL,0.0
Cremona,PARATION-ETILE,0.0
Cremona,PARATION-METILE,0.0
Cremona,PENCONAZOLO,0.0
Cremona,PENDIMETALIN,0.33
Cremona,PIRIMETANIL,0.0
Cremona,PIRIMICARB,0.0
Cremona,PRETILACLOR,0.0
Cremona,PROCLORAZ,0.0
Cremona,PROMETRINA,0.01
Cremona,PROPANIL,0.0
Cremona,PROPAZINA,0.0
Cremona,PROTOATO,0.0
Cremona,QUINCLORAC,0.0
Cremona,RIMSULFURON,0.0
Cremona,SEBUTILAZINA,0.0
Cremona,SIMAZINA,0.0
Cremona,SPIROXAMINA,0.0
Cremona,SULCOTRIONE,0.14
Cremona,TEBUCONAZOLO,0.0
Cremona,TERBUTRINA,0.0
Cremona,TIACLOPRID,0.0
Cremona,TIAMETOXAM,0.046
Cremona,TIOBENCARB,0.0
Cremona,TIOPHANATE-METHYL,0.0
Cremona,TRANS-CHLORDANE,0.0
Cremona,TRIALLATE,0.0
Cremona,TRIFLURALIN,0.0
Enna,1-ACIDO NAFTILACETICO,0.0
Enna,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Enna,"2,4-DICLOROFENOSSIACETICO ACIDO",0.06
Enna,ACEFATE,0.0
Enna,ACETAMIPRID,0.004
Enna,ACIBENZOLAR S METILE,0.0
Enna,ACLONIFEN,0.0
Enna,ACRINATRINA,0.0
Enna,ALACLOR,0.0
Enna,ALDICARB,0.0
Enna,ALDICARBSULFONE,0.0
Enna,ALDICARBSULFOSSIDO,0.0
Enna,ALFACIPERMETRINA,0.0
Enna,AMETRINA,0.0
Enna,AMIDOSULFURON,0.0
Enna,AMITRAZ,0.0
Enna,AMPA,0.03
Enna,ASULAME,0.0
Enna,ATRAZINA,0.0
Enna,ATRAZINA DESETIL,0.0
Enna,ATRAZINA DESISOPROPIL,0.0
Enna,AZINFOS-ETILE,0.0
Enna,AZINFOS-METILE,0.0
Enna,AZOSSISTROBINA,0.0
Enna,BENALAXIL,0.0
Enna,BENFURACARB,0.0
Enna,BENOMIL,0.0
Enna,BENTAZONE,0.008
Enna,BIFENOX,0.0
Enna,BITERTANOLO,0.0
Enna,BOSCALID,0.0
Enna,BROMACILE,0.0
Enna,BROMOPROPILATO,0.0
Enna,BROMOXINIL-FENOLO,0.0
Enna,BUPIRIMATE,0.0
Enna,BUPROFEZIN,0.0
Enna,CADUSAFOS,0.0
Enna,CAPTANO,0.0
Enna,CARBARIL,0.0
Enna,CARBENDAZIM,0.0
Enna,CARBOFURAN,0.0
Enna,CHINOSSIFEN,0.0
Enna,CIAZOFAMID,0.0
Enna,CIBUTRINA,0.0
Enna,CIMOXANIL,0.0
Enna,CIPERMETRINA,0.0
Enna,CIPERMETRINA beta,0.0
Enna,CIPERMETRINA theta,0.0
Enna,CIPERMETRINA zeta,0.0
Enna,CIPROCONAZOLO,0.0
Enna,CIPRODINIL,0.0
Enna,CIROMAZINA,0.0
Enna,"CIS-1,3-DICHLOROPROPENE",0.0
Enna,CLODINAFOP-PROPARGIL,0.0
Enna,CLOMAZONE,0.0
Enna,CLOPYRALID,0.0
Enna,CLORANTRANILIPROLO,0.0
Enna,CLORDANO-alfa,0.001
Enna,CLORFENVINFOS,0.0
Enna,CLORIDAZON,0.0
Enna,CLOROTALONIL,0.0
Enna,CLOROTOLURON,0.0
Enna,CLORPIRIFOS,0.0
Enna,CLORPIRIFOS-METILE,0.0
Enna,CLORSULFURON,0.0
Enna,CLOTHIANIDIN,0.0
Enna,CUMAFOS,0.0
Enna,"DDD, op",0.0
Enna,"DDE, op",0.0006
Enna,"DDT, pp",0.0
Enna,DEMETON-S-METILE-SOLFONE,0.0
Enna,DIAZINON,0.0
Enna,DICLORAN,0.0
Enna,DICLORVOS,0.00018
Enna,DICOFOL,0.0
Enna,DIFENAMIDE,0.0
Enna,DIFLUBENZURON,0.0
Enna,DIMETOATO,0.0
Enna,DIMETOMORF,0.0
Enna,DISULFOTON,0.0
Enna,DIURON,0.0
Enna,DODEMORF,0.0
Enna,DODINA,0.0
Enna,"ENDOSULFAN, alfa",0.0
Enna,"ENDOSULFAN, beta",0.0
Enna,ENDOSULFAN-SOLFATO,0.0
Enna,EPTACLORO,0.0
Enna,EPTACLORO ENDO EPOSSIDO,0.0
Enna,EPTENOFOS,0.0
Enna,ESACLOROBENZENE,0.0
Enna,ESACLOROCICLOESANO alfa,0.0
Enna,ESACLOROCICLOESANO beta,0.0
Enna,ESACLOROCICLOESANO delta,0.0
Enna,ESACLOROCICLOESANO gamma,0.0
Enna,ESAFLUMURON,0.0
Enna,ETOFENPROX,0.0
Enna,ETOFUMESATE,0.0
Enna,ETOPROFOS,0.0
Enna,ETOXAZOLO,0.0
Enna,EXITIAZOX,0.0
Enna,FAMOXADONE,0.0
Enna,FENAMIDONE,0.0
Enna,FENAMIFOS,0.0
Enna,FENARIMOL,0.0
Enna,FENAZAQUIN,0.0
Enna,FENBUCONAZOLO,0.0
Enna,FENHEXAMID,0.0
Enna,FENITROTION,0.0
Enna,FENPIROXIMATE,0.0
Enna,FENPROPIMORF,0.0
Enna,FENTION,0.0
Enna,FIPRONIL,0.0
Enna,FLONICAMID,0.0
Enna,FLORASULAM,0.0
Enna,FLUAZIFOP-P-BUTILE,0.0
Enna,FLUDIOXONIL,0.0
Enna,FLUFENOXURON,0.0
Enna,FLUROXIPIR,0.0
Enna,FOLPET,0.0
Enna,FORATE,0.0
Enna,FORCHLORFENURON,0.0
Enna,FOSMET,0.0
Enna,FOSTIAZATE,0.0
Enna,FURALAXIL,0.0
Enna,GLIFOSATE,0.0
Enna,GLUFOSINATE-AMMONIO,0.0
Enna,IMAZALIL,0.0
Enna,IMAZAMOX,0.0
Enna,IMAZAPIR,0.0
Enna,IMIDACLOPRID,0.0
Enna,INDOXACARB,0.0
Enna,IODOSULFURON-METILE-SODIO,0.0
Enna,IOXINIL,0.0
Enna,IPRODIONE,0.0
Enna,IPROVALICARB,0.0
Enna,ISOPROTURON,0.021
Enna,ISOXABEN,0.0
Enna,KRESOXIM-METILE,0.0
Enna,LENACIL,0.0
Enna,LINURON,0.0
Enna,LUFENURON,0.0
Enna,MALATION,0.0
Enna,MCPA,0.024
Enna,MECOPROP,0.0
Enna,MEPANIPYRIM,0.0
Enna,MESOSULFURON-METILE,0.0
Enna,METABENZTIAZURON,0.0
Enna,METALAXIL,0.0
Enna,METAMIDOFOS,0.0
Enna,METAMITRON,0.0
Enna,METAZACLOR,0.0
Enna,METIDATION,0.0
Enna,METIOCARB,0.0
Enna,METOLACLOR,0.0
Enna,METOMIL,0.0
Enna,METOSSIFENOZIDE,0.0
Enna,METOXURON,0.0
Enna,METRAFENONE,0.0
Enna,METRIBUZIN,0.0
Enna,METSULFURON-METILE,0.0
Enna,MEVINPHOS,0.0
Enna,MICLOBUTANIL,0.0
Enna,MOLINATE,0.0
Enna,MONOCROTOFOS,0.0
Enna,MONOLINURON,0.0
Enna,NAPROPAMIDE,0.0
Enna,NICOSULFURON,0.0
Enna,OMETOATO,0.0
Enna,OSSIDEMETON-METILE,0.0
Enna,OXADIXIL,0.0
Enna,OXAMIL,0.0
Enna,OXIFLUORFEN,0.0
Enna,PARATION-ETILE,0.0
Enna,PARATION-METILE,0.0
Enna,PENCICURON,0.0
Enna,PENCONAZOLO,0.008
Enna,PENDIMETALIN,0.0
Enna,PENTACLOROBENZENE,0.0
Enna,PICLORAM,0.0
Enna,PICOXISTROBIN,0.0
Enna,PIMETROZINA,0.0
Enna,PINOXADEN,0.0
Enna,PIRACLOSTROBIN,0.0
Enna,PIRAZOFOS,0.0
Enna,PIRIMETANIL,0.0
Enna,PIRIMICARB,0.0
Enna,PIRIMIFOS-METILE,0.0
Enna,PROCIMIDONE,0.0
Enna,PROCLORAZ,0.0
Enna,PROMETRINA,0.0
Enna,PROPAMOCARB,0.0
Enna,PROPANIL,0.0
Enna,PROPARGITE,0.0
Enna,PROPICONAZOLO,0.0
Enna,PROPIZAMIDE,0.0
Enna,PROPOXUR,0.0
Enna,PROPOXYCARBAZONE SODIO,0.0
Enna,PYRIPROXYFEN,0.0
Enna,QUIZALOFOP-ETILE-D-ISOMERO,0.0
Enna,RIMSULFURON,0.0
Enna,ROTENONE,0.0
Enna,SIMAZINA,0.0
Enna,SPIRODICLOFEN,0.0
Enna,SPIROTETRAMMATO,0.0
Enna,SPIROXAMINA,0.0
Enna,SULCOTRIONE,0.0
Enna,"T-1,3-DICLOROPROPENE",0.0
Enna,TEBUCONAZOLO,0.005
Enna,TEBUFENPIRAD,0.0
Enna,TEFLUBENZURON,0.0
Enna,TEFLUTRIN,0.0
Enna,TERBUTRINA,0.0
Enna,TETRACONAZOLO,0.0
Enna,TETRADIFON,0.0
Enna,THIENCARBAZONE METILE,0.0
Enna,TIABENDAZOLO,0.0
Enna,TIACLOPRID,0.0
Enna,TIAMETOXAM,0.0
Enna,TIFENSULFURON-METILE,0.0
Enna,TIODICARB,0.0
Enna,TIOPHANATE-METHYL,0.0
Enna,TOLCLOFOS-METILE,0.0
Enna,TOLILFLUANIDE,0.0
Enna,TRANS-CHLORDANE,0.0
Enna,TRIADIMEFON,0.0
Enna,TRIADIMENOL,0.0
Enna,TRIASULFURON,0.0
Enna,TRIAZAMATE,0.0
Enna,TRIAZOFOS,0.0
Enna,TRIBENURON-METILE,0.0
Enna,TRICLOPIR,0.0
Enna,TRICLORFON,0.0
Enna,TRIFLOXISTROBIN,0.0
Enna,TRIFLUMURON,0.0
Enna,TRIFLURALIN,0.0
Enna,ZOXAMIDE,0.0
Fermo,"1,2-DICLOROETANO",0.0
Fermo,"1,4 DICLOROBENZENE",0.0
Fermo,"2,4-DICLOROFENOLO",0.0
Fermo,ACLONIFEN,0.046
Fermo,ALACLOR,0.0
Fermo,ANTIPARASSITARI CICLODIENE,0.0
Fermo,ATRAZINA,0.0
Fermo,AZINFOS-ETILE,0.0
Fermo,AZINFOS-METILE,0.0
Fermo,CHINOSSIFEN,0.0
Fermo,CIPERMETRINA,0.0
Fermo,CLORFENVINFOS,0.0
Fermo,CLORPIRIFOS,0.0
Fermo,"DDT, pp",0.0
Fermo,DEMETON-O,0.0
Fermo,DICOFOL,0.0
Fermo,DIMETOATO,0.0
Fermo,DIURON,0.03
Fermo,ENDOSULFAN,0.0
Fermo,EPTACLORO,0.0
Fermo,ESACLOROBENZENE,0.0
Fermo,ESACLOROCICLOESANO,0.0
Fermo,FENITROTION,0.0
Fermo,FENTION,0.0
Fermo,ISOPROTURON,0.0
Fermo,LINURON,0.0
Fermo,MALATION,0.0
Fermo,MCPA,0.0
Fermo,MECOPROP,0.0
Fermo,METOLACLOR,0.0
Fermo,NAFTALENE,0.0
Fermo,OMETOATO,0.0
Fermo,PARATION-ETILE,0.0
Fermo,PARATION-METILE,0.0
Fermo,PENTACLOROBENZENE,0.0
Fermo,PENTACLOROFENOLO,0.0
Fermo,SIMAZINA,0.0
Fermo,TERBUTILAZINA,0.0
Fermo,TERBUTRINA,0.0
Fermo,TRIFLURALIN,0.0
Firenze,"2,4-DICLOROFENOSSIACETICO ACIDO",0.123
Firenze,? CIPERMETRINA e isomeri,0.0
Firenze,ACETAMIPRID,0.08
Firenze,ACETOCLOR,0.0
Firenze,ACLONIFEN,0.0
Firenze,ALACLOR,0.0
Firenze,AMETOCTRADIN,0.0069999999999999
Firenze,AMPA,0.66
Firenze,ATRAZINA,0.0
Firenze,ATRAZINA DESETIL,0.063
Firenze,ATRAZINA DESISOPROPIL,0.06
Firenze,AZOSSISTROBINA,0.008
Firenze,BENALAXIL,0.008
Firenze,BOSCALID,0.0819999999999999
Firenze,BUPIRIMATE,0.0
Firenze,CARBENDAZIM,0.146
Firenze,CHINOSSIFEN,0.0
Firenze,CIAZOFAMID,0.0
Firenze,CIBUTRINA,0.0
Firenze,CICLOXIDIM,0.0
Firenze,CIPROCONAZOLO,0.0
Firenze,CIPRODINIL,0.006
Firenze,CLOMAZONE,0.0
Firenze,CLORANTRANILIPROLO,0.0069999999999999
Firenze,CLORFENVINFOS,0.0
Firenze,CLOROTOLURON,0.03
Firenze,CLORPIRIFOS,0.0
Firenze,CLORPIRIFOS-METILE,0.0
Firenze,CLORSULFURON,0.0
Firenze,CLOTHIANIDIN,0.03
Firenze,DAZOMET,0.0
Firenze,DEMETON-S-METILE,0.0
Firenze,DICAMBA,0.0
Firenze,DIMETENAMIDE,0.0
Firenze,DIMETOATO,0.018
Firenze,DIMETOMORF,0.042
Firenze,DIURON,0.046
Firenze,ENDOSULFAN,0.0
Firenze,ENDOSULFAN-SOLFATO,0.0
Firenze,ETOFUMESATE,0.0
Firenze,ETOPROFOS,0.0
Firenze,FENAMIDONE,0.0
Firenze,FENAMIFOS,0.0
Firenze,FENHEXAMID,0.006
Firenze,FENPROPIDIN,0.0
Firenze,FENPYRAZAMINE,0.0139999999999999
Firenze,FLUDIOXONIL,0.0
Firenze,FLUFENACET,0.0
Firenze,FLUOPICOLIDE,0.067
Firenze,FLUOPYRAM,0.01
Firenze,FLUROXIPIR,0.0
Firenze,FLUTRIAFOL,0.0
Firenze,GLIFOSATE,0.033
Firenze,IMIDACLOPRID,0.355
Firenze,IPROVALICARB,0.023
Firenze,ISOPROTURON,0.0
Firenze,ISOXABEN,0.0069999999999999
Firenze,ISOXAFLUTOLE,0.009
Firenze,LENACIL,0.0
Firenze,LINURON,0.0
Firenze,MALATION,0.0
Firenze,MANDIPROPAMID,0.0
Firenze,MCPA,0.017
Firenze,MEPANIPYRIM,0.0
Firenze,METALAXIL-M,0.063
Firenze,METAMITRON,0.0
Firenze,METAZACLOR,0.0
Firenze,METOSSIFENOZIDE,0.015
Firenze,METRIBUZIN,0.0
Firenze,NAPROPAMIDE,0.0
Firenze,OXADIAZON,0.008
Firenze,OXIFLUORFEN,0.0
Firenze,PENCONAZOLO,0.0
Firenze,PENDIMETALIN,0.008
Firenze,PETOXAMIDE,0.0
Firenze,PICOXISTROBIN,0.0
Firenze,PINOXADEN,0.0
Firenze,PIRACLOSTROBIN,0.0
Firenze,PIRIMETANIL,0.0
Firenze,PIRIMICARB,0.0
Firenze,PROCLORAZ,0.0
Firenze,PROPAZINA,0.017
Firenze,PROPICONAZOLO,0.009
Firenze,PROPIZAMIDE,0.0
Firenze,PROPOXUR,0.0
Firenze,PROPOXYCARBOZONE,0.0
Firenze,S-METOLACLOR,0.105
Firenze,SIMAZINA,0.0
Firenze,SPIROTETRAMMATO,0.008
Firenze,SPIROXAMINA,0.0
Firenze,TEBUCONAZOLO,0.018
Firenze,TEBUFENOZIDE,0.0
Firenze,TETRACONAZOLO,0.009
Firenze,TIACLOPRID,0.0
Firenze,TIAMETOXAM,0.0
Firenze,TOLCLOFOS-METILE,0.0
Firenze,TRIBENURON-METILE,0.0
Firenze,TRICICLAZOLO,0.0
Firenze,TRIFLURALIN,0.0
Firenze,ZOXAMIDE,0.0
Foggia,"1,3-DICLOROPROPENE",0.0
Foggia,1-ACIDO NAFTILACETICO,0.0
Foggia,"2,4,5-TRICLOROFENOLO",0.0
Foggia,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Foggia,"2,4-DICLOROFENOLO",0.0
Foggia,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Foggia,"3,4-DICLOROANILINA",0.0
Foggia,ACETAMIPRID,0.0
Foggia,ACLONIFEN,0.0
Foggia,ALACLOR,0.0
Foggia,AMPA,104.64
Foggia,ATRAZINA,0.0
Foggia,ATRAZINA DESETIL,0.0
Foggia,AZINFOS-ETILE,0.0
Foggia,AZINFOS-METILE,0.0
Foggia,AZOSSISTROBINA,0.24
Foggia,BENSULFURON-METILE,0.0
Foggia,BENTAZONE,0.037
Foggia,BIFENOX,0.0
Foggia,BOSCALID,0.29
Foggia,BROMOXINIL-FENOLO,0.0
Foggia,BUPIRIMATE,0.0
Foggia,CARBENDAZIM,0.18
Foggia,CHINOSSIFEN,0.0
Foggia,CIALOTRINA-LAMBDA,0.0
Foggia,CIBUTRINA,0.0
Foggia,CICLOXIDIM,0.081
Foggia,CIMOXANIL,0.0
Foggia,CIPERMETRINA,0.0
Foggia,CIPROCONAZOLO,0.05
Foggia,CIPRODINIL,0.0
Foggia,CLODINAFOP-PROPARGIL,0.0
Foggia,CLOPYRALID,0.0
Foggia,CLORANTRANILIPROLO,0.3
Foggia,CLORFENVINFOS,0.0
Foggia,CLORIDAZON,0.0
Foggia,CLOROTALONIL,0.0
Foggia,CLOROTOLURON,0.22
Foggia,CLORPIRIFOS,0.049
Foggia,CLORPIRIFOS-METILE,0.0
Foggia,DAZOMET,0.0
Foggia,"DDT, pp",0.0
Foggia,DELTAMETRINA,0.0
Foggia,DEMETON-O,0.0
Foggia,DICAMBA,0.0
Foggia,DICLORVOS,0.0
Foggia,DICOFOL,0.0
Foggia,DIFENOCONAZOLO,0.0
Foggia,DIMETENAMIDE,0.0
Foggia,DIMETOATO,0.07
Foggia,DIMETOMORF,0.12
Foggia,DIQUAT,0.0
Foggia,DIURON,0.0
Foggia,DODINA,0.0409999999999999
Foggia,"ENDOSULFAN, alfa",0.0
Foggia,"ENDOSULFAN, beta",0.0
Foggia,ESACLOROBENZENE,0.0
Foggia,ESACLOROCICLOESANO alfa,0.0665
Foggia,ESACLOROCICLOESANO beta,0.0184
Foggia,ESACLOROCICLOESANO delta,0.0034
Foggia,ESACLOROCICLOESANO gamma,0.0065
Foggia,ETEFON,0.0
Foggia,ETOFENPROX,0.0
Foggia,ETOFUMESATE,0.0
Foggia,ETOPROFOS,0.0
Foggia,EXITIAZOX,0.0
Foggia,FENAMIDONE,0.0
Foggia,FENHEXAMID,0.0
Foggia,FENITROTION,0.0
Foggia,FENMEDIFAM,0.0
Foggia,FENTION,0.0
Foggia,FLUAZIFOP-P-BUTILE,0.0
Foggia,FLUDIOXONIL,0.0
Foggia,FLUFENACET,0.0
Foggia,FLUOPICOLIDE,0.0
Foggia,FLUOPYRAM,0.0
Foggia,FLUROXIPIR,0.0
Foggia,FOLPET,0.0
Foggia,FORMETANATE,0.0
Foggia,FOSETIL-ALLUMINIO,0.0
Foggia,FOSMET,0.0
Foggia,GIBBERELLICO A3 ACIDO,0.0
Foggia,GLIFOSATE,17.85
Foggia,GLUFOSINATE-AMMONIO,0.0
Foggia,IMIDACLOPRID,0.093
Foggia,IOXINIL,0.0
Foggia,IPRODIONE,0.0
Foggia,IPROVALICARB,0.0
Foggia,ISOPROTURON,0.0
Foggia,LENACIL,0.066
Foggia,LINURON,0.08
Foggia,MALATION,0.0
Foggia,MANDIPROPAMID,0.0
Foggia,MCPA,0.04
Foggia,MECOPROP,0.0
Foggia,MESOSULFURON-METILE,0.0
Foggia,METALAXIL,0.14
Foggia,METAMIDOFOS,0.0
Foggia,METAMITRON,0.0
Foggia,METAZACLOR,0.0
Foggia,METIOCARB,0.34
Foggia,METOLACLOR,0.07
Foggia,METOMIL,0.04
Foggia,METOSSIFENOZIDE,0.085
Foggia,METRAFENONE,0.0
Foggia,METRIBUZIN,0.13
Foggia,MEVINPHOS,0.0
Foggia,MICLOBUTANIL,0.0
Foggia,OMETOATO,0.0
Foggia,OSSIDEMETON-METILE,0.0
Foggia,OXADIAZON,0.026
Foggia,OXAMIL,0.0
Foggia,OXIFLUORFEN,0.03
Foggia,PARATION-ETILE,0.0
Foggia,PARATION-METILE,0.0
Foggia,PENCONAZOLO,0.0
Foggia,PENDIMETALIN,0.0
Foggia,PENTACLOROBENZENE,0.0
Foggia,PENTACLOROFENOLO,0.0
Foggia,PICOXISTROBIN,0.0
Foggia,PINOXADEN,0.0
Foggia,PIRACLOSTROBIN,0.0
Foggia,PIRIMETANIL,0.0
Foggia,PROCLORAZ,0.0
Foggia,PROPAMOCARB,1.48
Foggia,PROPICONAZOLO,0.0
Foggia,PROPIZAMIDE,0.0
Foggia,SEDAXANE,0.0
Foggia,SIMAZINA,0.0
Foggia,SPINOSAD,0.0
Foggia,SPIROXAMINA,0.0
Foggia,TEBUCONAZOLO,0.45
Foggia,TEBUFENPIRAD,0.0
Foggia,TERBUTRINA,0.0185
Foggia,TETRACONAZOLO,0.0316
Foggia,TIACLOPRID,0.0
Foggia,TIAMETOXAM,0.0101
Foggia,TIOPHANATE-METHYL,0.01
Foggia,TOLCLOFOS-METILE,0.0
Foggia,TRIALLATE,0.0
Foggia,TRIBENURON-METILE,0.0
Foggia,TRICICLAZOLO,0.0
Foggia,TRICLOPIR,0.0
Foggia,TRIFLURALIN,0.0
Frosinone,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Frosinone,"2,4-DICLOROFENOSSIBUTIRICO ACIDO",0.0
Frosinone,ACETAMIPRID,0.0
Frosinone,ACLONIFEN,0.0
Frosinone,ALACLOR,0.0
Frosinone,AMETOCTRADIN,0.0
Frosinone,ANTIPARASSITARI CICLODIENE,0.005
Frosinone,ATRAZINA,0.0
Frosinone,ATRAZINA DESETIL,0.0
Frosinone,ATRAZINA DESISOPROPIL,0.0
Frosinone,AZIMSULFURON,0.0
Frosinone,AZINFOS-ETILE,0.0
Frosinone,AZINFOS-METILE,0.0
Frosinone,AZOSSISTROBINA,0.0
Frosinone,BENALAXIL,0.0
Frosinone,BENTAZONE,0.0
Frosinone,BIFENOX,0.0
Frosinone,BOSCALID,0.0
Frosinone,BROMOXINIL-FENOLO,0.0
Frosinone,BUPIRIMATE,0.0
Frosinone,BUPROFEZIN,0.0
Frosinone,CARBENDAZIM,0.02
Frosinone,CHINOSSIFEN,0.0
Frosinone,CIAZOFAMID,0.0
Frosinone,CIBUTRINA,0.0012
Frosinone,CICLOXIDIM,0.0
Frosinone,CIPERMETRINA,9e-05
Frosinone,CIPROCONAZOLO,0.0
Frosinone,CIPRODINIL,0.0
Frosinone,CIROMAZINA,0.0
Frosinone,CLORANTRANILIPROLO,0.0
Frosinone,CLORFENVINFOS,0.0
Frosinone,CLOROTOLURON,0.0
Frosinone,CLORPIRIFOS,0.0
Frosinone,CLORPIRIFOS-METILE,0.0
Frosinone,CLORSULFURON,0.03
Frosinone,CLOTHIANIDIN,0.0
Frosinone,"DDT, pp",0.0
Frosinone,DICLORVOS,0.0
Frosinone,DICOFOL,0.0
Frosinone,DIFENOCONAZOLO,0.0
Frosinone,DIMETENAMIDE,0.0
Frosinone,DIMETOATO,0.0
Frosinone,DIMETOMORF,0.0139999999999999
Frosinone,DITIANON,0.0
Frosinone,DIURON,0.04
Frosinone,ENDOSULFAN,0.0
Frosinone,ESACLOROBENZENE,0.0
Frosinone,ESACLOROCICLOESANO,0.06
Frosinone,ETOPROFOS,0.0
Frosinone,EXITIAZOX,0.0
Frosinone,Eptacloro ed eptacloro epossido,5e-05
Frosinone,FENAMIDONE,0.0
Frosinone,FENAMIFOS,0.0
Frosinone,FENHEXAMID,0.0
Frosinone,FENMEDIFAM,0.0
Frosinone,FIPRONIL,0.0
Frosinone,FLONICAMID,0.0
Frosinone,FLUAZIFOP-P-BUTILE,0.0
Frosinone,FLUOPICOLIDE,0.0
Frosinone,FOSMET,0.0
Frosinone,IMIDACLOPRID,0.0454
Frosinone,INDOXACARB,0.0
Frosinone,IPROVALICARB,0.0
Frosinone,ISOPROTURON,0.0
Frosinone,KRESOXIM-METILE,0.0
Frosinone,LENACIL,0.0
Frosinone,LINURON,0.0
Frosinone,MALATION,0.0
Frosinone,MANDIPROPAMID,0.0
Frosinone,MCPA,0.0
Frosinone,MEPANIPYRIM,0.0
Frosinone,MEPTILDINOCAP,0.0
Frosinone,MESOTRIONE,0.0
Frosinone,METALAXIL-M,0.0
Frosinone,METAMITRON,0.0
Frosinone,METIOCARB,0.0
Frosinone,METRAFENONE,0.0
Frosinone,METRIBUZIN,0.0
Frosinone,MICLOBUTANIL,0.0
Frosinone,NICOSULFURON,0.0
Frosinone,OXADIAZON,0.0
Frosinone,OXAMIL,0.0
Frosinone,PARATION-ETILE,0.0
Frosinone,PARATION-METILE,0.0
Frosinone,PENCONAZOLO,0.0
Frosinone,PERMETRINA,0.0
Frosinone,PIMETROZINA,0.0
Frosinone,PIRACLOSTROBIN,0.0
Frosinone,PIRIMETANIL,0.0
Frosinone,PIRIMIFOS-ETILE,0.0
Frosinone,PROCLORAZ,0.0
Frosinone,PROPAMOCARB,0.09
Frosinone,PROPARGITE,0.0
Frosinone,PROPICONAZOLO,0.0
Frosinone,PROPIZAMIDE,0.03
Frosinone,QUIZALOFOP-ETILE,0.0
Frosinone,RIMSULFURON,0.0
Frosinone,S-METOLACLOR,0.13
Frosinone,SIMAZINA,0.0
Frosinone,SPINOSAD,0.0
Frosinone,SPIROXAMINA,0.0
Frosinone,TEBUCONAZOLO,0.0
Frosinone,TERBUTRINA,0.08
Frosinone,TIACLOPRID,0.0
Frosinone,TIAMETOXAM,0.0
Frosinone,TIOPHANATE-METHYL,0.0
Frosinone,TRALCOXIDIM,0.0
Frosinone,TRIASULFURON,0.0
Frosinone,TRICLOPIR,0.0
Frosinone,TRIFLOXISTROBIN,0.0
Frosinone,TRIFLURALIN,0.0
Frosinone,ZOXAMIDE,0.0
Gorizia,"1,2-DICLOROETANO",0.0
Gorizia,"1,4 DICLOROBENZENE",0.0
Gorizia,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Gorizia,"2,4-DICLOROFENOLO",0.0
Gorizia,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Gorizia,2-IDROSSIATRAZINA,0.0
Gorizia,2-IDROSSITERBUTILAZINA,0.0
Gorizia,ACETAMIPRID,0.0
Gorizia,ACETOCLOR,0.0
Gorizia,ACLONIFEN,0.0
Gorizia,ALACLOR,0.0
Gorizia,AMPA,0.06
Gorizia,ANTIPARASSITARI CICLODIENE,0.0
Gorizia,ATRAZINA,0.0
Gorizia,ATRAZINA DESETIL,0.0
Gorizia,ATRAZINA DESETIL DESISOPROPIL,0.0
Gorizia,ATRAZINA DESISOPROPIL,0.0
Gorizia,AZINFOS-ETILE,0.0
Gorizia,AZINFOS-METILE,0.0
Gorizia,BENTAZONE,0.0
Gorizia,BIFENOX,0.0
Gorizia,BOSCALID,0.0
Gorizia,BROMACILE,0.0
Gorizia,CARBENDAZIM,0.0
Gorizia,CHINOSSIFEN,0.0
Gorizia,CIANAZINA,0.0
Gorizia,CIBUTRINA,0.0
Gorizia,CIMOXANIL,0.0
Gorizia,CIPRODINIL,0.0
Gorizia,CLORDANO,0.0
Gorizia,CLORDANO-alfa,0.0
Gorizia,CLORFENVINFOS,0.0
Gorizia,CLORIDAZON,0.0
Gorizia,CLORPIRIFOS,0.0
Gorizia,CLOTHIANIDIN,0.0
Gorizia,"DDD, op",0.0005
Gorizia,"DDE, op",0.0007
Gorizia,DDT totale,0.0043
Gorizia,"DDT, pp",0.0024
Gorizia,DIAZINON,0.0
Gorizia,DICLORVOS,0.0
Gorizia,DIMETOATO,0.0
Gorizia,DIMETOMORF,0.02
Gorizia,DIURON,0.0
Gorizia,ENDOSULFAN,0.0
Gorizia,"ENDOSULFAN, alfa",0.0
Gorizia,"ENDOSULFAN, beta",0.0
Gorizia,ENDOSULFAN-SOLFATO,0.0
Gorizia,EPTENOFOS,0.0
Gorizia,ESACLOROBENZENE,0.0
Gorizia,ESACLOROCICLOESANO,0.0
Gorizia,ESACLOROCICLOESANO alfa,0.0
Gorizia,ESACLOROCICLOESANO beta,0.0
Gorizia,ESACLOROCICLOESANO delta,0.0
Gorizia,ESACLOROCICLOESANO gamma,0.0
Gorizia,ETION,0.0
Gorizia,Eptacloro ed eptacloro epossido,0.0
