,Codice stazione,Sostanza,Conc_max,Comune
7974,IT017-SI-P13-L,TERBUTILAZINA (incluso metabolita),0.0044,San Giorgio Lucano
7981,IT17-NO-P07-L,TERBUTILAZINA (incluso metabolita),0.0006,Nemoli
7988,IT17-OF-P08-L,TERBUTILAZINA (incluso metabolita),0.0096,Pescopagano
7992,IT17-OF-P09-L,TERBUTILAZINA (incluso metabolita),0.0012,Venosa
7996,IT17-OF-P11-L,TERBUTILAZINA (incluso metabolita),0.001,Atella
8000,IT17-OF-P12-L,TERBUTILAZINA (incluso metabolita),0.0015,Rionero
8006,IT017-AG02,DIMETOMORF,0.0045,Aliano
8191,11117,DIFENILAMMINA,0.02,
8192,11117,GLIFOSATE,0.28,
8193,11117,DIMETOMORF,0.01,
8194,11117,METALAXIL,0.02,
8195,11117,CLORANTRANILIPROLO,0.01,
8196,11117,FLUXAPYROXAD,0.02,
8336,11144,BOSCALID,0.03,
8337,11144,ZOXAMIDE,0.01,
8488,11184,GLIFOSATE,1.0,
8489,11184,DIMETOMORF,0.06,
8490,11184,METOSSIFENOZIDE,0.03,
8491,11184,FLUXAPYROXAD,0.01,
8492,11184,ACETAMIPRID,0.02,
8493,11184,CLORANTRANILIPROLO,0.02,
8494,11184,FLUDIOXONIL,0.01,
8495,11184,METALAXIL,0.13,
8496,11184,TETRACONAZOLO,0.01,
8497,11184,ZOXAMIDE,0.01,
8498,11184,CYFLUFENAMID,0.02,
8499,11184,SPIROXAMINA,0.01,
8500,11184,AZOSSISTROBINA,0.01,
8646,11185,FLUXAPYROXAD,0.02,
8647,11185,CLORANTRANILIPROLO,0.03,
8648,11185,BOSCALID,0.02,
8649,11185,DIMETOMORF,0.02,
8650,11185,GLIFOSATE,0.24,
8651,11185,TETRACONAZOLO,0.01,
8807,11190,FLUDIOXONIL,0.14,
8808,11190,GLIFOSATE,4.5,
8809,11190,AMPA,0.97,
8810,11190,METOSSIFENOZIDE,0.19,
8811,11190,TETRACONAZOLO,0.05,
8812,11190,FLUXAPYROXAD,0.1,
8813,11190,CLORANTRANILIPROLO,0.06,
8814,11190,IMIDACLOPRID,0.03,
8815,11190,ACETAMIPRID,0.17,
8816,11190,DIMETOMORF,0.14,
8817,11190,TIOPHANATE-METHYL,0.17,
8818,11190,MCPA,0.3,
8819,11190,BOSCALID,0.03,
8820,11190,CARBENDAZIM,0.19,
8821,11190,PENCONAZOLO,0.04,
8822,11190,DIFENILAMMINA,0.02,
8823,11190,TRIFLOXISTROBIN,0.03,
8824,11190,CYFLUFENAMID,0.01,
8825,11190,DIMETOATO,0.18,
8826,11190,FLUOPYRAM,0.2,
8827,11190,SPIROXAMINA,0.02,
8828,11190,MICLOBUTANIL,0.02,
8829,11190,SIMAZINA,0.01,
8830,11190,PIRIMICARB,0.05,
8831,11190,METRAFENONE,0.01,
8832,11190,FLONICAMID,0.01,
8833,11190,OXADIAZON,0.02,
8967,11205,DIFENILAMMINA,0.02,
9112,11212,GLIFOSATE,0.07,
9384,11308,TETRACONAZOLO,0.03,
9385,11308,DIFENILAMMINA,0.05,
9928,11190,TERBUTILAZINA (incluso metabolita),0.01,
9971,6003000,IMIDACLOPRID,0.016,
9975,7000200,AZOSSISTROBINA,0.051,
9984,19000450,FLUOPICOLIDE,0.015,
9985,19000450,ACETAMIPRID,0.023,
9986,19000450,AZOSSISTROBINA,0.022000000000000002,
9998,20000200,TERBUTRINA,0.11,
10023,22000500,AMPA,0.11,
10024,22000500,PROPIZAMIDE,0.031,
10025,22000500,LENACIL,0.01,
10026,22000500,METOLACLOR,0.01,
10027,22000500,IMIDACLOPRID,0.01,
10028,22000500,CLORIDAZON,0.012,
10029,22000500,AZOSSISTROBINA,0.01,
10030,22000500,DIMETOMORF,0.011000000000000001,
10058,1000100,TERBUTILAZINA (incluso metabolita),0.048,
10059,1000250,TERBUTILAZINA (incluso metabolita),0.02,
10060,1000400,TERBUTILAZINA (incluso metabolita),0.016,
10061,1000500,TERBUTILAZINA (incluso metabolita),0.024,
10062,1000700,TERBUTILAZINA (incluso metabolita),0.021,
10063,1000900,TERBUTILAZINA (incluso metabolita),0.025,
10065,1020100,TERBUTILAZINA (incluso metabolita),0.01,
10066,1040100,TERBUTILAZINA (incluso metabolita),0.011000000000000001,
10069,6003730,TERBUTILAZINA (incluso metabolita),2.4,
10070,6003740,TERBUTILAZINA (incluso metabolita),0.16,
10071,6003990,TERBUTILAZINA (incluso metabolita),0.13,
10072,6004000,TERBUTILAZINA (incluso metabolita),0.13,
10074,6004600,TERBUTILAZINA (incluso metabolita),0.015,
10075,6004650,TERBUTILAZINA (incluso metabolita),0.02,
10076,6005100,TERBUTILAZINA (incluso metabolita),0.011000000000000001,
10077,6005200,TERBUTILAZINA (incluso metabolita),0.033,
10078,12000170,TERBUTILAZINA (incluso metabolita),0.019,
10079,22000500,TERBUTILAZINA (incluso metabolita),0.018000000000000002,
10080,23000200,TERBUTILAZINA (incluso metabolita),0.01,
10127,6004650,BOSCALID,0.017,
10128,6004650,DIMETOMORF,0.02,
10129,6004650,TEBUCONAZOLO,0.013999999999999999,
10130,6004650,AZOSSISTROBINA,0.04,
10131,6004650,CLORANTRANILIPROLO,0.01,
10132,6004650,ACETAMIPRID,0.01,
10167,11001700,PROPAMOCARB,0.01,
10198,1130050,CLORANTRANILIPROLO,0.075,
10212,1171500,METALAXIL,0.042,
10213,1171500,FLUFENACET,0.012,
10214,1171500,METRIBUZIN,0.061,
10215,1171500,PROPIZAMIDE,0.019,
10216,1171500,METOLACLOR,0.052000000000000005,
10217,1171500,CLOROTOLURON,0.01,
10218,1171500,PIRIMETANIL,0.08199999999999999,
10219,1171500,DIMETOATO,0.01,
10220,1171500,AZOSSISTROBINA,0.011000000000000001,
10259,1180800,AMPA,0.74,
10260,1180800,GLIFOSATE,0.12,
10261,1180800,IMIDACLOPRID,0.032,
10262,1180800,METALAXIL,0.011000000000000001,
10263,1180800,DIMETOMORF,0.042,
10298,1221230,METALAXIL,0.013000000000000001,
10299,1221230,BOSCALID,0.024,
10300,1221230,PIRIMETANIL,0.01,
10301,1221230,TIAMETOXAM,0.013999999999999999,
10302,1221230,DIURON,0.01,
10314,5001800,TEBUCONAZOLO,0.026000000000000002,
10315,5001800,AMPA,2.3,
10316,5001800,AZOSSISTROBINA,0.12,
10317,5001800,GLIFOSATE,0.06,
10318,5001800,ATRAZINA DESETIL DESISOPROPIL,0.013999999999999999,
10319,5001800,METOLACLOR,0.08199999999999999,
10320,5001800,BENTAZONE,0.11,
10321,5001800,BOSCALID,0.033,
10322,5001800,CLORANTRANILIPROLO,0.065,
10323,5001800,METALAXIL,0.022000000000000002,
10420,8000680,BOSCALID,0.013000000000000001,
10421,8000680,TEBUCONAZOLO,0.027000000000000003,
10423,12000170,BOSCALID,0.21,
10440,16000200,DIMETOATO,0.01,
10441,16000200,METAMITRON,0.01,
10442,16000200,CLORIDAZON,0.01,
10479,17000350,METOLACLOR,0.16,
10480,17000350,GLIFOSATE,0.74,
10481,17000350,BOSCALID,0.46,
10482,17000350,CLORANTRANILIPROLO,0.14,
10483,17000350,PROCLORAZ,0.05,
10484,17000350,PROPIZAMIDE,0.56,
10485,17000350,TIAMETOXAM,0.13,
10486,17000350,DIMETOMORF,0.038,
10487,17000350,IMIDACLOPRID,0.048,
10488,17000350,AZOSSISTROBINA,0.22,
10489,17000350,PROPAMOCARB,0.086,
10490,17000350,METALAXIL,0.11,
10491,17000350,FLUOPICOLIDE,0.037000000000000005,
10492,17000350,ACETAMIPRID,0.015,
10493,17000350,CIPRODINIL,0.032,
10502,19000450,IMIDACLOPRID,0.061,
10503,19000450,DIMETOMORF,0.23,
10504,19000450,TERBUTRINA,0.045,
10507,19000500,IMIDACLOPRID,0.027000000000000003,
10520,1151150,IMIDACLOPRID,0.013999999999999999,
10521,1151150,DIURON,0.027000000000000003,
10654,6002100,AMPA,0.2,
10655,6002100,GLIFOSATE,0.079,
10681,19000300,IMIDACLOPRID,0.01,
10694,1000100,GLIFOSATE,0.28,
10695,1000100,AMPA,1.1,
10696,1000100,AZOSSISTROBINA,0.54,
10697,1000100,BENTAZONE,0.21,
10698,1000100,OXADIAZON,0.013000000000000001,
10699,1000100,DIMETOMORF,0.057999999999999996,
10700,1000100,METOLACLOR,0.12,
10701,1000100,IMIDACLOPRID,0.01,
10702,1000100,METALAXIL,0.075,
10703,1000100,ATRAZINA DESETIL DESISOPROPIL,0.01,
10704,1000100,BENSULFURON-METILE,0.013000000000000001,
10705,1000100,MCPA,0.09,
10706,1000100,CLOROTOLURON,0.01,
10707,1000100,PIRIMICARB,0.01,
10708,1000100,FLUFENACET,0.01,
10709,1000100,CLORANTRANILIPROLO,0.02,
10710,1000100,ATRAZINA DESETIL,0.01,
10711,1000100,MOLINATE,0.01,
10712,1000100,METOSSIFENOZIDE,0.01,
10791,1000250,AMPA,1.3,
10792,1000250,AZOSSISTROBINA,0.79,
10793,1000250,BENTAZONE,0.24,
10794,1000250,GLIFOSATE,0.12,
10795,1000250,OXADIAZON,0.01,
10796,1000250,METOLACLOR,0.059000000000000004,
10797,1000250,METALAXIL,0.013000000000000001,
10798,1000250,ATRAZINA DESETIL DESISOPROPIL,0.016,
10799,1000250,IMIDACLOPRID,0.01,
10800,1000250,BENSULFURON-METILE,0.015,
10801,1000250,CLOROTOLURON,0.015,
10802,1000250,MCPA,0.083,
10803,1000250,MOLINATE,0.13,
10880,1000400,GLIFOSATE,0.11,
10881,1000400,AMPA,0.79,
10882,1000400,METOLACLOR,0.05,
10883,1000400,ATRAZINA DESETIL DESISOPROPIL,0.024,
10884,1000400,AZOSSISTROBINA,0.29,
10885,1000400,BENTAZONE,0.37,
10886,1000400,CLORANTRANILIPROLO,0.01,
10887,1000400,OXADIAZON,0.01,
10888,1000400,DIMETOMORF,0.032,
10889,1000400,CLOROTOLURON,0.01,
10890,1000400,PIRIMICARB,0.01,
10891,1000400,METALAXIL,0.013999999999999999,
10892,1000400,BENSULFURON-METILE,0.013999999999999999,
10893,1000400,MCPA,0.069,
10965,1000500,GLIFOSATE,0.094,
10966,1000500,AMPA,0.84,
10967,1000500,ATRAZINA DESETIL DESISOPROPIL,0.03,
10968,1000500,BENTAZONE,0.14,
10969,1000500,METOLACLOR,0.054000000000000006,
10970,1000500,IMIDACLOPRID,0.01,
10971,1000500,DIMETOMORF,0.055999999999999994,
10972,1000500,OXADIAZON,0.01,
10973,1000500,METALAXIL,0.02,
10974,1000500,MCPA,0.066,
10975,1000500,CLORANTRANILIPROLO,0.01,
10976,1000500,DIURON,0.01,
10977,1000500,BENSULFURON-METILE,0.013999999999999999,
10978,1000500,MOLINATE,0.011000000000000001,
11060,1000700,AMPA,0.89,
11061,1000700,METOLACLOR,0.09300000000000001,
11062,1000700,GLIFOSATE,0.06,
11063,1000700,ATRAZINA DESETIL DESISOPROPIL,0.025,
11064,1000700,AZOSSISTROBINA,0.17,
11065,1000700,BENTAZONE,0.14,
11066,1000700,ATRAZINA DESETIL,0.01,
11067,1000700,CLORANTRANILIPROLO,0.01,
11068,1000700,METALAXIL,0.01,
11069,1000700,MCPA,0.19,
11070,1000700,IMIDACLOPRID,0.01,
11071,1000700,OXADIAZON,0.01,
11155,1000900,AMPA,1.1,
11156,1000900,METOLACLOR,0.062,
11157,1000900,ATRAZINA DESETIL DESISOPROPIL,0.025,
11158,1000900,GLIFOSATE,0.073,
11159,1000900,AZOSSISTROBINA,0.16,
11160,1000900,BENTAZONE,0.14,
11161,1000900,OXADIAZON,0.01,
11162,1000900,DIMETOMORF,0.013999999999999999,
11163,1000900,ATRAZINA DESETIL,0.01,
11164,1000900,MCPA,0.28,
11165,1000900,CLORANTRANILIPROLO,0.01,
11166,1000900,METRIBUZIN,0.01,
11167,1000900,METALAXIL,0.015,
11242,1010100,AMPA,0.23,
11243,1010100,METALAXIL,0.2,
11244,1010100,GLIFOSATE,0.12,
11245,1010100,DIMETOMORF,0.040999999999999995,
11246,1010100,METOSSIFENOZIDE,0.01,
11247,1010100,IMIDACLOPRID,0.036000000000000004,
11339,1020100,METALAXIL,0.4,
11340,1020100,DIMETOMORF,0.054000000000000006,
11341,1020100,PENCONAZOLO,0.019,
11342,1020100,AMPA,1.6,
11343,1020100,GLIFOSATE,0.28,
11344,1020100,FLUOPICOLIDE,0.013999999999999999,
11345,1020100,METOLACLOR,0.01,
11346,1020100,ATRAZINA DESETIL DESISOPROPIL,0.012,
11347,1020100,ACETAMIPRID,0.01,
11348,1020100,BOSCALID,0.01,
11423,1040100,IMIDACLOPRID,0.081,
11424,1040100,ATRAZINA DESETIL,0.013000000000000001,
11425,1040100,DIMETOMORF,0.012,
11426,1040100,METALAXIL,0.016,
11427,1040100,ATRAZINA DESETIL DESISOPROPIL,0.018000000000000002,
11428,1040100,ATRAZINA,0.01,
11429,1040100,OXADIAZON,0.01,
11430,1040100,"2,4-DICLOROFENOSSIACETICO ACIDO",0.33,
11431,1040100,METOLACLOR,0.013000000000000001,
11432,1040100,CLORANTRANILIPROLO,0.01,
11433,1040100,MCPA,0.064,
11434,1040100,DIURON,0.01,
11435,1040100,TIAMETOXAM,0.01,
11518,1050200,DIMETOMORF,0.055999999999999994,
11519,1050200,METALAXIL,0.01,
11612,1050400,DIMETOMORF,0.033,
11613,1050400,METALAXIL,0.01,
11707,1090700,AMPA,0.038,
11879,1120050,DIMETOMORF,0.022000000000000002,
11880,1120050,METALAXIL,0.015,
11881,1120050,METOLACLOR,0.011000000000000001,
11971,1120200,AMPA,0.18,
11972,1120200,METOLACLOR,0.086,
11973,1120200,IMIDACLOPRID,0.016,
11974,1120200,DIMETOMORF,0.040999999999999995,
11975,1120200,TIAMETOXAM,0.012,
11976,1120200,METALAXIL,0.099,
11977,1120200,OXADIAZON,0.024,
11978,1120200,CLORANTRANILIPROLO,0.011000000000000001,
11979,1120200,AZOSSISTROBINA,0.012,
11980,1120200,TEBUCONAZOLO,0.01,
11981,1120200,ATRAZINA DESETIL DESISOPROPIL,0.01,
11982,1120200,LINURON,0.023,
11983,1120200,METRIBUZIN,0.023,
11984,1120200,ATRAZINA,0.01,
11985,1120200,BOSCALID,0.01,
11986,1120200,MCPA,0.13,
12134,1120350,METALAXIL,0.025,
12135,1120350,OXADIAZON,0.01,
12136,1120350,PIRIMETANIL,0.073,
12224,1130050,METOLACLOR,0.19,
12225,1130050,BENTAZONE,0.17,
12226,1130050,OXADIAZON,0.015,
12227,1130050,AZOSSISTROBINA,0.3,
12228,1130050,IMIDACLOPRID,0.012,
12229,1130050,DIMETOMORF,0.055,
12230,1130050,TIAMETOXAM,0.015,
12231,1130050,ATRAZINA DESETIL DESISOPROPIL,0.021,
12232,1130050,METRIBUZIN,0.15,
12233,1130050,METALAXIL,0.13,
12234,1130050,TEBUCONAZOLO,0.018000000000000002,
12235,1130050,ACETAMIPRID,0.01,
12236,1130050,ATRAZINA DESETIL,0.01,
12237,1130050,PROPICONAZOLO,0.01,
12238,1130050,DIURON,0.01,
12239,1130050,PROPAMOCARB,0.01,
12240,1130050,TIOPHANATE-METHYL,0.01,
12241,1130050,PIRIMICARB,0.011000000000000001,
12242,1130050,METOSSIFENOZIDE,0.01,
12243,1130050,ATRAZINA DESISOPROPIL,0.01,
12416,1140400,AMPA,0.75,
12417,1140400,METALAXIL,0.16,
12418,1140400,GLIFOSATE,0.11,
12419,1140400,DIMETOMORF,0.015,
12420,1140400,METRIBUZIN,0.084,
12421,1140400,METOLACLOR,0.28,
12422,1140400,IMIDACLOPRID,0.01,
12423,1140400,CLORANTRANILIPROLO,0.01,
12424,1140400,DIURON,0.01,
12501,1140500,METALAXIL,0.01,
12502,1140500,DIMETOMORF,0.01,
12595,1140600,GLIFOSATE,0.67,
12596,1140600,AMPA,7.9,
12597,1140600,IMIDACLOPRID,0.032,
12598,1140600,TIAMETOXAM,0.055999999999999994,
12599,1140600,DIURON,0.02,
12600,1140600,DIMETOMORF,0.091,
12601,1140600,METOLACLOR,0.3,
12602,1140600,METALAXIL,0.34,
12603,1140600,TEBUCONAZOLO,0.017,
12604,1140600,METRIBUZIN,0.48,
12605,1140600,OXADIAZON,0.015,
12606,1140600,DIMETOATO,0.013999999999999999,
12607,1140600,CLORIDAZON,0.01,
12608,1140600,BENTAZONE,0.15,
12609,1140600,CLORANTRANILIPROLO,0.01,
12610,1140600,METOSSIFENOZIDE,0.03,
12611,1140600,MCPA,0.21,
12612,1140600,"2,4-DICLOROFENOSSIACETICO ACIDO",0.064,
12613,1140600,ATRAZINA DESETIL DESISOPROPIL,0.013000000000000001,
12775,1150700,TIAMETOXAM,0.021,
12870,1150950,IMIDACLOPRID,0.013999999999999999,
13066,1151500,AMPA,2.9,
13067,1151500,GLIFOSATE,0.27,
13068,1151500,DIMETOMORF,0.068,
13069,1151500,METRIBUZIN,0.038,
13070,1151500,METALAXIL,0.059000000000000004,
13071,1151500,IMIDACLOPRID,0.01,
13072,1151500,METOLACLOR,0.086,
13073,1151500,CLORANTRANILIPROLO,0.01,
13164,1160200,GLIFOSATE,0.54,
13165,1160200,AMPA,6.2,
13166,1160200,TIAMETOXAM,3.4,
13167,1160200,IMIDACLOPRID,0.18,
13168,1160200,METALAXIL,0.12,
13169,1160200,TEBUCONAZOLO,0.042,
13170,1160200,METOLACLOR,0.039,
13171,1160200,TIACLOPRID,0.035,
13172,1160200,PROPICONAZOLO,0.016,
13173,1160200,CLOTHIANIDIN,0.01,
13174,1160200,DIMETOATO,0.035,
13175,1160200,DIMETOMORF,0.027000000000000003,
13176,1160200,DIURON,0.01,
13177,1160200,OXADIAZON,0.032,
13178,1160200,AZOSSISTROBINA,0.01,
13179,1160200,METAZACLOR,0.01,
13180,1160200,METOSSIFENOZIDE,0.023,
13181,1160200,PROPAMOCARB,0.01,
13258,1170300,AMPA,0.09699999999999999,
13344,1171500,GLIFOSATE,0.2,
13345,1171500,AMPA,1.3,
13346,1171500,DIMETOMORF,0.065,
13347,1171500,IMIDACLOPRID,0.016,
13410,1171700,AMPA,12.0,
13411,1171700,IMIDACLOPRID,0.049,
13412,1171700,GLIFOSATE,2.1,
13413,1171700,DIURON,0.015,
13414,1171700,METALAXIL,0.48,
13415,1171700,DIMETOMORF,0.08,
13416,1171700,MCPA,0.93,
13417,1171700,PROPICONAZOLO,0.034,
13418,1171700,METRIBUZIN,0.77,
13419,1171700,OXADIAZON,0.026000000000000002,
13420,1171700,TIAMETOXAM,0.011000000000000001,
13421,1171700,AZOSSISTROBINA,0.04,
13422,1171700,FLUFENACET,0.027999999999999997,
13423,1171700,ACETAMIPRID,0.076,
13424,1171700,METOLACLOR,0.098,
13425,1171700,TEBUCONAZOLO,0.011000000000000001,
13496,1180400,DIMETOMORF,0.01,
13589,1180500,AMPA,0.031,
13778,1180600,IMIDACLOPRID,0.015,
13946,1180800,TEBUCONAZOLO,0.023,
13947,1180800,AZOSSISTROBINA,0.013000000000000001,
13948,1180800,CLORANTRANILIPROLO,0.022000000000000002,
14038,1190250,AMPA,4.2,
14039,1190250,GLIFOSATE,0.2,
14040,1190250,IMIDACLOPRID,0.042,
14041,1190250,DIURON,0.01,
14042,1190250,TERBUTRINA,0.042,
14043,1190250,DIMETOMORF,0.013999999999999999,
14044,1190250,TEBUCONAZOLO,0.01,
14045,1190250,PROPICONAZOLO,0.018000000000000002,
14126,1190300,IMIDACLOPRID,0.024,
14127,1190300,PROPICONAZOLO,0.011000000000000001,
14128,1190300,METALAXIL,0.01,
14129,1190300,TEBUCONAZOLO,0.01,
14130,1190300,DIMETOMORF,0.013000000000000001,
14218,1190330,IMIDACLOPRID,0.018000000000000002,
14219,1190330,DIMETOMORF,0.01,
14220,1190330,AZOSSISTROBINA,0.01,
14406,1190600,IMIDACLOPRID,0.065,
14407,1190600,TEBUCONAZOLO,0.012,
14408,1190600,CLORIDAZON,0.01,
14409,1190600,METALAXIL,0.01,
14410,1190600,DIMETOMORF,0.027000000000000003,
14411,1190600,AZOSSISTROBINA,0.11,
14412,1190600,DIMETOATO,0.01,
14413,1190600,ACETAMIPRID,0.011000000000000001,
14414,1190600,METOLACLOR,0.01,
14415,1190600,DIURON,0.01,
14416,1190600,BENTAZONE,0.05,
14499,1190700,GLIFOSATE,0.61,
14500,1190700,AMPA,4.3,
14501,1190700,IMIDACLOPRID,0.047,
14502,1190700,DIURON,0.011000000000000001,
14503,1190700,DIMETOMORF,0.048,
14504,1190700,PROPAMOCARB,0.15,
14505,1190700,METOLACLOR,0.01,
14506,1190700,TERBUTRINA,0.022000000000000002,
14507,1190700,METALAXIL,0.016,
14508,1190700,ACETAMIPRID,0.011000000000000001,
14509,1190700,"2,4-DICLOROFENOSSIACETICO ACIDO",0.055,
14510,1190700,AZOSSISTROBINA,0.092,
14511,1190700,TEBUCONAZOLO,0.01,
14779,1201250,TIAMETOXAM,0.07400000000000001,
14780,1201250,DIMETOMORF,0.031,
14781,1201250,IMIDACLOPRID,0.01,
14782,1201250,METALAXIL,0.031,
14855,1201500,AMPA,0.63,
14856,1201500,AZOSSISTROBINA,0.045,
14857,1201500,GLIFOSATE,0.22,
14858,1201500,METOLACLOR,0.01,
14859,1201500,DIMETOMORF,0.013000000000000001,
14944,1201630,GLIFOSATE,0.31,
14945,1201630,DIMETOMORF,0.52,
14946,1201630,METOSSIFENOZIDE,0.03,
14947,1201630,IMIDACLOPRID,0.04,
14948,1201630,AZOSSISTROBINA,0.26,
14949,1201630,AMPA,2.4,
14950,1201630,METOLACLOR,0.026000000000000002,
14951,1201630,OXADIAZON,0.019,
14952,1201630,TEBUFENOZIDE,0.01,
14953,1201630,CLORANTRANILIPROLO,0.01,
14954,1201630,ACETAMIPRID,0.01,
14955,1201630,TERBUTRINA,0.057,
14956,1201630,MECOPROP,0.13,
14957,1201630,PETOXAMIDE,0.01,
14958,1201630,"2,4-DICLOROFENOSSIACETICO ACIDO",0.05,
14959,1201630,BENTAZONE,0.2,
14960,1201630,ATRAZINA DESETIL DESISOPROPIL,0.016,
14961,1201630,TEBUCONAZOLO,0.013000000000000001,
14962,1201630,BOSCALID,0.01,
15039,1220900,AMPA,0.034,
15135,1221230,IMIDACLOPRID,0.11,
15136,1221230,TEBUCONAZOLO,0.047,
15137,1221230,DIMETOMORF,0.017,
15138,1221230,ACETAMIPRID,0.017,
15139,1221230,CLORANTRANILIPROLO,0.01,
15217,1221450,IMIDACLOPRID,0.062,
15218,1221450,DIURON,0.013999999999999999,
15219,1221450,TEBUCONAZOLO,0.013999999999999999,
15220,1221450,TERBUTRINA,0.02,
15221,1221450,METALAXIL,0.013000000000000001,
15222,1221450,SIMAZINA,0.04,
15223,1221450,DIMETOMORF,0.040999999999999995,
15305,1221580,TEBUCONAZOLO,0.027999999999999997,
15306,1221580,IMIDACLOPRID,0.040999999999999995,
15307,1221580,CLORIDAZON,0.043,
15308,1221580,METOLACLOR,0.28,
15309,1221580,CLORANTRANILIPROLO,0.021,
15310,1221580,BOSCALID,0.01,
15311,1221580,METALAXIL,0.028999999999999998,
15312,1221580,ACETAMIPRID,0.012,
15313,1221580,DIMETOMORF,0.013999999999999999,
15314,1221580,MCPA,0.53,
15315,1221580,AZOSSISTROBINA,0.01,
15316,1221580,METAZACLOR,0.05,
15317,1221580,LINURON,0.01,
15318,1221580,METRIBUZIN,0.01,
15319,1221580,"2,4-DICLOROFENOSSIACETICO ACIDO",0.06,
15399,1221600,AMPA,6.9,
15400,1221600,GLIFOSATE,0.16,
15401,1221600,IMIDACLOPRID,0.027000000000000003,
15402,1221600,TEBUCONAZOLO,0.038,
15403,1221600,DIMETOMORF,0.036000000000000004,
15404,1221600,BOSCALID,0.017,
15405,1221600,SIMAZINA,0.02,
15406,1221600,METALAXIL,0.025,
15407,1221600,METOLACLOR,0.084,
15408,1221600,CLORANTRANILIPROLO,0.011000000000000001,
15409,1221600,DIURON,0.01,
15410,1221600,METOSSIFENOZIDE,0.01,
15411,1221600,ACETAMIPRID,0.011000000000000001,
15412,1221600,PROPIZAMIDE,0.022000000000000002,
15498,2000300,AMPA,0.83,
15499,2000300,AZOSSISTROBINA,0.18,
15500,2000300,ATRAZINA DESETIL DESISOPROPIL,0.024,
15501,2000300,BENTAZONE,0.11,
15502,2000300,METOLACLOR,0.034,
15503,2000300,ATRAZINA DESETIL,0.01,
15504,2000300,OXADIAZON,0.01,
15505,2000300,METALAXIL,0.01,
15506,2000300,DIMETOMORF,0.01,
15507,2000300,CLORANTRANILIPROLO,0.01,
15597,4000050,TEBUCONAZOLO,0.12,
15598,4000050,BOSCALID,0.1,
15599,4000050,IMIDACLOPRID,0.019,
15600,4000050,CLORANTRANILIPROLO,0.059000000000000004,
15601,4000050,AZOSSISTROBINA,0.11,
15602,4000050,ACETAMIPRID,0.086,
15603,4000050,METOLACLOR,0.086,
15604,4000050,BENTAZONE,0.15,
15605,4000050,METALAXIL,0.038,
15606,4000050,DIMETOMORF,0.047,
15607,4000050,ATRAZINA DESETIL DESISOPROPIL,0.016,
15608,4000050,MCPA,0.096,
15609,4000050,DIURON,0.01,
15610,4000050,METOSSIFENOZIDE,0.078,
15611,4000050,TIACLOPRID,0.013999999999999999,
15612,4000050,FENHEXAMID,0.015,
15613,4000050,PROPAMOCARB,0.040999999999999995,
15614,4000050,CLORIDAZON,0.01,
15615,4000050,TEBUFENOZIDE,0.021,
15616,4000050,PIRIMICARB,0.013000000000000001,
15617,4000050,ISOPROTURON,0.017,
15618,4000050,METRIBUZIN,0.017,
15693,4000200,BENTAZONE,0.31,
15694,4000200,AMPA,1.9,
15695,4000200,IMIDACLOPRID,0.015,
15696,4000200,GLIFOSATE,0.12,
15697,4000200,TEBUCONAZOLO,0.016,
15698,4000200,AZOSSISTROBINA,1.7,
15699,4000200,OXADIAZON,0.018000000000000002,
15700,4000200,METOLACLOR,0.15,
15701,4000200,CLORANTRANILIPROLO,0.022000000000000002,
15702,4000200,BOSCALID,0.051,
15703,4000200,DIMETOMORF,0.027999999999999997,
15704,4000200,ATRAZINA DESETIL DESISOPROPIL,0.015,
15705,4000200,METALAXIL,0.040999999999999995,
15706,4000200,ACETAMIPRID,0.016,
15707,4000200,BENSULFURON-METILE,0.05,
15708,4000200,MCPA,0.13,
15709,4000200,METOSSIFENOZIDE,0.028999999999999998,
15710,4000200,TIAMETOXAM,0.01,
15711,4000200,METRIBUZIN,0.01,
15712,4000200,LENACIL,0.01,
15713,4000200,ISOPROTURON,0.01,
15714,4000200,METAMITRON,0.01,
15791,5001200,IMIDACLOPRID,0.29,
15792,5001200,AZOSSISTROBINA,0.17,
15793,5001200,TEBUCONAZOLO,0.091,
15794,5001200,ATRAZINA DESETIL DESISOPROPIL,0.013999999999999999,
15795,5001200,METOLACLOR,0.085,
15796,5001200,METALAXIL,0.016,
15797,5001200,BENTAZONE,0.11,
15798,5001200,DIMETOMORF,0.03,
15799,5001200,CLORANTRANILIPROLO,0.018000000000000002,
15800,5001200,PROPAMOCARB,0.013999999999999999,
15801,5001200,ACETAMIPRID,0.017,
15802,5001200,TIAMETOXAM,0.01,
15803,5001200,LINURON,0.071,
15804,5001200,OXADIAZON,0.011000000000000001,
15805,5001200,BOSCALID,0.01,
15806,5001200,METAZACLOR,0.015,
15807,5001200,PROPICONAZOLO,0.046,
15808,5001200,CARBOFURAN,0.026000000000000002,
15880,5001400,IMIDACLOPRID,0.027999999999999997,
15881,5001400,AMPA,4.2,
15882,5001400,GLIFOSATE,0.13,
15883,5001400,AZOSSISTROBINA,0.081,
15884,5001400,ATRAZINA DESETIL DESISOPROPIL,0.013000000000000001,
15885,5001400,METOLACLOR,0.11,
15886,5001400,DIMETOMORF,0.059000000000000004,
15887,5001400,TEBUCONAZOLO,0.026000000000000002,
15888,5001400,METALAXIL,0.023,
15889,5001400,BENTAZONE,0.16,
