Comune,Codice stazione,Sostanza,Conc_max
,1190250,DIURON,0.01
,1190250,TERBUTRINA,0.042
,1190250,DIMETOMORF,0.0139999999999999
,1190250,TEBUCONAZOLO,0.01
,1190250,PROPICONAZOLO,0.018
,1190300,IMIDACLOPRID,0.024
,1190300,PROPICONAZOLO,0.011
,1190300,METALAXIL,0.01
,1190300,TEBUCONAZOLO,0.01
,1190300,DIMETOMORF,0.013
,1190330,IMIDACLOPRID,0.018
,1190330,DIMETOMORF,0.01
,1190330,AZOSSISTROBINA,0.01
,1190600,IMIDACLOPRID,0.065
,1190600,TEBUCONAZOLO,0.012
,1190600,CLORIDAZON,0.01
,1190600,METALAXIL,0.01
,1190600,DIMETOMORF,0.027
,1190600,AZOSSISTROBINA,0.11
,1190600,DIMETOATO,0.01
,1190600,ACETAMIPRID,0.011
,1190600,METOLACLOR,0.01
,1190600,DIURON,0.01
,1190600,BENTAZONE,0.05
,1190700,GLIFOSATE,0.61
,1190700,AMPA,4.3
,1190700,IMIDACLOPRID,0.047
,1190700,DIURON,0.011
,1190700,DIMETOMORF,0.048
,1190700,PROPAMOCARB,0.15
,1190700,METOLACLOR,0.01
,1190700,TERBUTRINA,0.022
,1190700,METALAXIL,0.016
,1190700,ACETAMIPRID,0.011
,1190700,"2,4-DICLOROFENOSSIACETICO ACIDO",0.055
,1190700,AZOSSISTROBINA,0.092
,1190700,TEBUCONAZOLO,0.01
,1201250,TIAMETOXAM,0.074
,1201250,DIMETOMORF,0.031
,1201250,IMIDACLOPRID,0.01
,1201250,METALAXIL,0.031
,1201500,AMPA,0.63
,1201500,AZOSSISTROBINA,0.045
,1201500,GLIFOSATE,0.22
,1201500,METOLACLOR,0.01
,1201500,DIMETOMORF,0.013
,1201630,GLIFOSATE,0.31
,1201630,DIMETOMORF,0.52
,1201630,METOSSIFENOZIDE,0.03
,1201630,IMIDACLOPRID,0.04
,1201630,AZOSSISTROBINA,0.26
,1201630,AMPA,2.4
,1201630,METOLACLOR,0.026
,1201630,OXADIAZON,0.019
,1201630,TEBUFENOZIDE,0.01
,1201630,CLORANTRANILIPROLO,0.01
,1201630,ACETAMIPRID,0.01
,1201630,TERBUTRINA,0.057
,1201630,MECOPROP,0.13
,1201630,PETOXAMIDE,0.01
,1201630,"2,4-DICLOROFENOSSIACETICO ACIDO",0.05
,1201630,BENTAZONE,0.2
,1201630,ATRAZINA DESETIL DESISOPROPIL,0.016
,1201630,TEBUCONAZOLO,0.013
,1201630,BOSCALID,0.01
,1220900,AMPA,0.034
,1221230,IMIDACLOPRID,0.11
,1221230,TEBUCONAZOLO,0.047
,1221230,DIMETOMORF,0.017
,1221230,ACETAMIPRID,0.017
,1221230,CLORANTRANILIPROLO,0.01
,1221450,IMIDACLOPRID,0.062
,1221450,DIURON,0.0139999999999999
,1221450,TEBUCONAZOLO,0.0139999999999999
,1221450,TERBUTRINA,0.02
,1221450,METALAXIL,0.013
,1221450,SIMAZINA,0.04
,1221450,DIMETOMORF,0.0409999999999999
,1221580,TEBUCONAZOLO,0.0279999999999999
,1221580,IMIDACLOPRID,0.0409999999999999
,1221580,CLORIDAZON,0.043
,1221580,METOLACLOR,0.28
,1221580,CLORANTRANILIPROLO,0.021
,1221580,BOSCALID,0.01
,1221580,METALAXIL,0.0289999999999999
,1221580,ACETAMIPRID,0.012
,1221580,DIMETOMORF,0.0139999999999999
,1221580,MCPA,0.53
,1221580,AZOSSISTROBINA,0.01
,1221580,METAZACLOR,0.05
,1221580,LINURON,0.01
,1221580,METRIBUZIN,0.01
,1221580,"2,4-DICLOROFENOSSIACETICO ACIDO",0.06
,1221600,AMPA,6.9
,1221600,GLIFOSATE,0.16
,1221600,IMIDACLOPRID,0.027
,1221600,TEBUCONAZOLO,0.038
,1221600,DIMETOMORF,0.036
,1221600,BOSCALID,0.017
,1221600,SIMAZINA,0.02
,1221600,METALAXIL,0.025
,1221600,METOLACLOR,0.084
,1221600,CLORANTRANILIPROLO,0.011
,1221600,DIURON,0.01
,1221600,METOSSIFENOZIDE,0.01
,1221600,ACETAMIPRID,0.011
,1221600,PROPIZAMIDE,0.022
,2000300,AMPA,0.83
,2000300,AZOSSISTROBINA,0.18
,2000300,ATRAZINA DESETIL DESISOPROPIL,0.024
,2000300,BENTAZONE,0.11
,2000300,METOLACLOR,0.034
,2000300,ATRAZINA DESETIL,0.01
,2000300,OXADIAZON,0.01
,2000300,METALAXIL,0.01
,2000300,DIMETOMORF,0.01
,2000300,CLORANTRANILIPROLO,0.01
,4000050,TEBUCONAZOLO,0.12
,4000050,BOSCALID,0.1
,4000050,IMIDACLOPRID,0.019
,4000050,CLORANTRANILIPROLO,0.059
,4000050,AZOSSISTROBINA,0.11
,4000050,ACETAMIPRID,0.086
,4000050,METOLACLOR,0.086
,4000050,BENTAZONE,0.15
,4000050,METALAXIL,0.038
,4000050,DIMETOMORF,0.047
,4000050,ATRAZINA DESETIL DESISOPROPIL,0.016
,4000050,MCPA,0.096
,4000050,DIURON,0.01
,4000050,METOSSIFENOZIDE,0.078
,4000050,TIACLOPRID,0.0139999999999999
,4000050,FENHEXAMID,0.015
,4000050,PROPAMOCARB,0.0409999999999999
,4000050,CLORIDAZON,0.01
,4000050,TEBUFENOZIDE,0.021
,4000050,PIRIMICARB,0.013
,4000050,ISOPROTURON,0.017
,4000050,METRIBUZIN,0.017
,4000200,BENTAZONE,0.31
,4000200,AMPA,1.9
,4000200,IMIDACLOPRID,0.015
,4000200,GLIFOSATE,0.12
,4000200,TEBUCONAZOLO,0.016
,4000200,AZOSSISTROBINA,1.7
,4000200,OXADIAZON,0.018
,4000200,METOLACLOR,0.15
,4000200,CLORANTRANILIPROLO,0.022
,4000200,BOSCALID,0.051
,4000200,DIMETOMORF,0.0279999999999999
,4000200,ATRAZINA DESETIL DESISOPROPIL,0.015
,4000200,METALAXIL,0.0409999999999999
,4000200,ACETAMIPRID,0.016
,4000200,BENSULFURON-METILE,0.05
,4000200,MCPA,0.13
,4000200,METOSSIFENOZIDE,0.0289999999999999
,4000200,TIAMETOXAM,0.01
,4000200,METRIBUZIN,0.01
,4000200,LENACIL,0.01
,4000200,ISOPROTURON,0.01
,4000200,METAMITRON,0.01
,5001200,IMIDACLOPRID,0.29
,5001200,AZOSSISTROBINA,0.17
,5001200,TEBUCONAZOLO,0.091
,5001200,ATRAZINA DESETIL DESISOPROPIL,0.0139999999999999
,5001200,METOLACLOR,0.085
,5001200,METALAXIL,0.016
,5001200,BENTAZONE,0.11
,5001200,DIMETOMORF,0.03
,5001200,CLORANTRANILIPROLO,0.018
,5001200,PROPAMOCARB,0.0139999999999999
,5001200,ACETAMIPRID,0.017
,5001200,TIAMETOXAM,0.01
,5001200,LINURON,0.071
,5001200,OXADIAZON,0.011
,5001200,BOSCALID,0.01
,5001200,METAZACLOR,0.015
,5001200,PROPICONAZOLO,0.046
,5001200,CARBOFURAN,0.026
,5001400,IMIDACLOPRID,0.0279999999999999
,5001400,AMPA,4.2
,5001400,GLIFOSATE,0.13
,5001400,AZOSSISTROBINA,0.081
,5001400,ATRAZINA DESETIL DESISOPROPIL,0.013
,5001400,METOLACLOR,0.11
,5001400,DIMETOMORF,0.059
,5001400,TEBUCONAZOLO,0.026
,5001400,METALAXIL,0.023
,5001400,BENTAZONE,0.16
,5001400,METAZACLOR,0.01
,5001400,CLORANTRANILIPROLO,0.019
,5001400,PROPAMOCARB,0.019
,5001400,METRIBUZIN,0.0139999999999999
,5001400,OXADIAZON,0.01
,5001400,FLUOPICOLIDE,0.01
,5001400,BOSCALID,0.015
,5001400,MCPA,0.05
,5001400,"2,4-DICLOROFENOSSIACETICO ACIDO",0.05
,5001400,ACETAMIPRID,0.021
,5001800,IMIDACLOPRID,0.01
,5001800,DIMETOMORF,0.0279999999999999
,5001800,ACETAMIPRID,0.015
,5001800,DIMETENAMID-P,0.017
,5001800,OXADIAZON,0.01
,5001800,METAZACLOR,0.01
,5001800,CLORIDAZON,0.01
,5001900,TEBUCONAZOLO,0.042
,5001900,AMPA,2.2
,5001900,BENTAZONE,0.22
,5001900,GLIFOSATE,0.2
,5001900,BOSCALID,0.016
,5001900,CLORANTRANILIPROLO,0.05
,5001900,AZOSSISTROBINA,0.04
,5001900,ACETAMIPRID,0.051
,5001900,METALAXIL,0.025
,5001900,IMIDACLOPRID,0.01
,5001900,METOLACLOR,0.062
,5001900,METRIBUZIN,0.016
,5001900,DIMETOMORF,0.03
,5001900,MCPA,0.14
,5001900,CLORIDAZON,0.01
,5001900,ATRAZINA DESETIL DESISOPROPIL,0.01
,5001900,TIACLOPRID,0.015
,5001900,CLOROTOLURON,0.011
,5001900,LENACIL,0.01
,5001900,"2,4-DICLOROFENOSSIACETICO ACIDO",0.077
,6001080,DIMETOMORF,0.066
,6001080,IMIDACLOPRID,0.016
,6001080,TIAMETOXAM,0.012
,6001080,CLORANTRANILIPROLO,0.01
,6002330,METALAXIL,0.023
,6002330,IMIDACLOPRID,0.01
,6002350,IMIDACLOPRID,0.01
,6002480,MECOPROP,0.72
,6002480,TEBUCONAZOLO,0.013
,6002480,ACETAMIPRID,0.0139999999999999
,6002480,METOLACLOR,0.017
,6002480,IMIDACLOPRID,0.046
,6002480,DIMETOMORF,0.01
,6002480,"2,4-DICLOROFENOSSIACETICO ACIDO",7.7
,6002480,DIURON,0.01
,6002480,METALAXIL,0.016
,6002480,TIAMETOXAM,0.078
,6002480,MCPA,6.7
,6002480,BOSCALID,0.01
,6002500,AMPA,10.7
,6002500,GLIFOSATE,0.24
,6002500,IMIDACLOPRID,0.094
,6002500,ACETAMIPRID,0.018
,6002500,BOSCALID,0.01
,6002500,DIMETOMORF,0.018
,6002500,TEBUCONAZOLO,0.011
,6002500,METALAXIL,0.018
,6002500,CLOROTOLURON,0.03
,6002500,METOLACLOR,0.013
,6002500,DIURON,0.01
,6002500,MECOPROP,0.05
,6002500,MCPA,0.46
,6002500,"2,4-DICLOROFENOSSIACETICO ACIDO",0.48
,6002700,DIURON,0.027
,6002700,AMPA,6.6
,6002700,IMIDACLOPRID,0.099
,6002700,GLIFOSATE,1.0
,6002700,ACETAMIPRID,0.017
,6002700,PROPAMOCARB,0.01
,6002700,CLORANTRANILIPROLO,0.033
,6002700,ISOPROTURON,0.01
,6002700,CLORIDAZON,0.01
,6002700,MECOPROP,0.073
,6002700,AZOSSISTROBINA,0.01
,6002700,TERBUTRINA,0.027
,6002700,TEBUCONAZOLO,0.01
,6002700,PROPICONAZOLO,0.01
,6002700,DIMETOMORF,0.01
,6002700,METOLACLOR,0.067
,6002800,IMIDACLOPRID,0.08
,6002800,DIURON,0.018
,6002800,ACETAMIPRID,0.024
,6002800,TEBUCONAZOLO,0.01
,6002800,MECOPROP,0.87
,6002800,AZOSSISTROBINA,0.01
,6002800,METOLACLOR,0.04
,6002800,ISOPROTURON,0.01
,6002800,TERBUTRINA,0.027
gorizia,IT06GO01,FOSETIL-ALLUMINIO,0.02
marano lagunare,ITA06TPO301,TERBUTILAZINA (incluso metabolita),0.01
marano lagunare,ITA06TPO401,DDT totale,0.0025
marano lagunare,ITA06TPO401,TERBUTILAZINA (incluso metabolita),0.01
savogna d'isonzo,IT06GO03,AMPA,0.03
savogna d'isonzo,IT06GO03,FOSETIL-ALLUMINIO,0.02
sagrado,IT06GO14,AMPA,0.06
sagrado,IT06GO14,GLIFOSATE,0.01
ragogna,IT06UDLW608FIT1,METOLACLOR-ESA,0.11
ragogna,IT06UDLW608FIT1,2-IDROSSIATRAZINA,0.03
ragogna,IT06UDLW608FIT1,2-IDROSSITERBUTILAZINA,0.08
ragogna,IT06UDLW608FIT1,ATRAZINA,0.01
grado,ITA0619SP_CANEO,"DDE, op",0.0006
grado,ITA0619SP_CANEO,"DDT, pp",0.0023
grado,ITA0619SP_CANEO,"DDD, op",0.0004
grado,ITA0619SP_CANEO,DIMETOMORF,0.02
lignano sabbiadoro,ITA0646SP,"DDT, pp",0.0009
lignano sabbiadoro,ITA0646SP,"DDE, op",0.0002
lignano sabbiadoro,ITA0646SP,"DDD, op",0.0001
grado,ITA06FM101,"DDT, pp",0.0018
grado,ITA06FM101,"DDE, op",0.0005
grado,ITA06FM101,"DDD, op",0.0003
grado,ITA06FM201,"DDT, pp",0.001
grado,ITA06FM201,"DDE, op",0.0003
grado,ITA06FM201,"DDD, op",0.0001
grado,ITA06FM201,OXADIAZON,0.0002
grado,ITA06FM301,"DDT, pp",0.0024
grado,ITA06FM301,"DDE, op",0.0005
grado,ITA06FM301,"DDD, op",0.0004
grado,ITA06FM301,OXADIAZON,0.0001
grado,ITA06FM401,"DDT, pp",0.0022
grado,ITA06FM401,"DDE, op",0.0007
grado,ITA06FM401,"DDD, op",0.0004
grado,ITA06FM401,METOLACLOR-ESA,0.01
grado,ITA06TEU101,"DDT, pp",0.0021
grado,ITA06TEU101,"DDE, op",0.0006
grado,ITA06TEU101,"DDD, op",0.0004
grado,ITA06TEU101,OXADIAZON,0.0001
grado,ITA06TEU201,"DDT, pp",0.0024
grado,ITA06TEU201,"DDE, op",0.0006
grado,ITA06TEU201,"DDD, op",0.0004
grado,ITA06TEU301,"DDT, pp",0.0019
grado,ITA06TEU301,"DDE, op",0.0006
grado,ITA06TEU301,"DDD, op",0.0004
grado,ITA06TEU301,OXADIAZON,0.0002
marano lagunare,ITA06TEU401,"DDT, pp",0.0021
marano lagunare,ITA06TEU401,"DDE, op",0.0006
marano lagunare,ITA06TEU401,"DDD, op",0.0004
marano lagunare,ITA06TEU401,OXADIAZON,0.0004
marano lagunare,ITA06TME101,"DDT, pp",0.0016
marano lagunare,ITA06TME101,"DDE, op",0.0003
marano lagunare,ITA06TME101,METOLACLOR-ESA,0.04
marano lagunare,ITA06TME101,"DDD, op",0.0002
marano lagunare,ITA06TME101,METOLACLOR,0.02
marano lagunare,ITA06TME101,DIMETOMORF,0.02
marano lagunare,ITA06TME101,BENTAZONE,0.12
marano lagunare,ITA06TME201,"DDT, pp",0.0008
marano lagunare,ITA06TME201,"DDE, op",0.0002
marano lagunare,ITA06TME201,METOLACLOR-ESA,0.05
marano lagunare,ITA06TME201,BENTAZONE,0.03
marano lagunare,ITA06TME201,METOLACLOR,0.02
marano lagunare,ITA06TME201,ATRAZINA DESETIL,0.01
marano lagunare,ITA06TME201,TERBUTRINA,0.005
marano lagunare,ITA06TME201,DIMETOMORF,0.02
marano lagunare,ITA06TME201,"DDD, op",0.0002
marano lagunare,ITA06TME301,METOLACLOR-ESA,0.03
marano lagunare,ITA06TME301,"DDT, pp",0.0012
marano lagunare,ITA06TME301,"DDE, op",0.0002
marano lagunare,ITA06TME301,METOLACLOR,0.03
marano lagunare,ITA06TME301,ATRAZINA DESETIL,0.01
marano lagunare,ITA06TME301,BENTAZONE,0.04
marano lagunare,ITA06TME301,DIMETOMORF,0.01
marano lagunare,ITA06TME301,"DDD, op",0.0002
marano lagunare,ITA06TME401,"DDE, op",0.0002
marano lagunare,ITA06TME401,"DDT, pp",0.001
marano lagunare,ITA06TME401,METOLACLOR-ESA,0.03
marano lagunare,ITA06TME401,"DDD, op",0.0002
marano lagunare,ITA06TME401,DIMETOMORF,0.01
marano lagunare,ITA06TME401,METOLACLOR,0.03
marano lagunare,ITA06TME401,BENTAZONE,0.04
marano lagunare,ITA06TME401,ATRAZINA DESETIL,0.01
grado,ITA06TPO101,"DDT, pp",0.0019
grado,ITA06TPO101,"DDE, op",0.0006
grado,ITA06TPO101,"DDD, op",0.0005
grado,ITA06TPO201,"DDT, pp",0.0019
grado,ITA06TPO201,"DDE, op",0.0006
grado,ITA06TPO201,"DDD, op",0.0004
marano lagunare,ITA06TPO301,"DDT, pp",0.0011
marano lagunare,ITA06TPO301,"DDE, op",0.0004
marano lagunare,ITA06TPO301,METOLACLOR-ESA,0.01
marano lagunare,ITA06TPO301,"DDD, op",0.0002
marano lagunare,ITA06TPO301,METOLACLOR,0.02
marano lagunare,ITA06TPO301,DIMETOMORF,0.06
marano lagunare,ITA06TPO301,BENTAZONE,0.02
marano lagunare,ITA06TPO401,"DDT, pp",0.0013
marano lagunare,ITA06TPO401,"DDE, op",0.0003
marano lagunare,ITA06TPO401,"DDD, op",0.0002
marano lagunare,ITA06TPO401,METOLACLOR,0.01
marano lagunare,ITA06TPO401,BENTAZONE,0.01
marano lagunare,ITA06TPO401,METOLACLOR-ESA,0.03
marano lagunare,ITA06TPO501,"DDT, pp",0.0011
marano lagunare,ITA06TPO501,"DDE, op",0.0002
marano lagunare,ITA06TPO501,METOLACLOR-ESA,0.02
marano lagunare,ITA06TPO501,METOLACLOR,0.02
marano lagunare,ITA06TPO501,BENTAZONE,0.03
marano lagunare,ITA06TPO501,"DDD, op",0.0002
ragogna,IT06UDLW608FIT1,TERBUTILAZINA (incluso metabolita),0.04
grado,ITA0619SP_CANEO,DDT totale,0.0043
lignano sabbiadoro,ITA0646SP,DDT totale,0.0014
lignano sabbiadoro,ITA0646SP,TERBUTILAZINA (incluso metabolita),0.01
grado,ITA06FM101,DDT totale,0.0026
grado,ITA06FM201,DDT totale,0.0015
grado,ITA06FM301,DDT totale,0.0031
grado,ITA06FM401,DDT totale,0.0041
grado,ITA06TEU101,DDT totale,0.004
grado,ITA06TEU201,DDT totale,0.0036
grado,ITA06TEU301,DDT totale,0.0039
marano lagunare,ITA06TEU401,DDT totale,0.004
marano lagunare,ITA06TME101,DDT totale,0.0021
marano lagunare,ITA06TME101,TERBUTILAZINA (incluso metabolita),0.02
marano lagunare,ITA06TME201,DDT totale,0.0012
marano lagunare,ITA06TME201,TERBUTILAZINA (incluso metabolita),0.04
marano lagunare,ITA06TME301,DDT totale,0.0013
marano lagunare,ITA06TME301,TERBUTILAZINA (incluso metabolita),0.02
marano lagunare,ITA06TME401,DDT totale,0.0013
marano lagunare,ITA06TME401,TERBUTILAZINA (incluso metabolita),0.04
grado,ITA06TPO101,DDT totale,0.0037
grado,ITA06TPO201,DDT totale,0.0035
marano lagunare,ITA06TPO301,DDT totale,0.002
marano lagunare,ITA06TPO501,DDT totale,0.0014
marano lagunare,ITA06TPO501,TERBUTILAZINA (incluso metabolita),0.03
pontecorvo,F1.08,Eptacloro ed eptacloro epossido,5e-05
pontecorvo,F1.08,CIPERMETRINA,5e-05
pontecorvo,F1.08,PROPIZAMIDE,0.0266
pontecorvo,F1.08,CIBUTRINA,0.0012
pontecorvo,F1.08,PROPAMOCARB,0.02
pontecorvo,F1.08,ESACLOROCICLOESANO,0.009
pontecorvo,F1.08,IMIDACLOPRID,0.01
pontecorvo,F1.08,S-METOLACLOR,0.01
pontecorvo,F1.08,DIURON,0.04
pontecorvo,F1.08,DIMETOMORF,0.0139999999999999
san giorgio a liri,F1.09,PROPIZAMIDE,0.03
ferentino,F1.36,S-METOLACLOR,0.13
castro dei volsci,F1.68,ESACLOROCICLOESANO,0.03
castro dei volsci,F1.68,Eptacloro ed eptacloro epossido,1e-05
castro dei volsci,F1.68,CIPERMETRINA,9e-05
castro dei volsci,F1.68,TERBUTRINA,0.08
castro dei volsci,F1.68,CARBENDAZIM,0.02
castro dei volsci,F1.68,IMIDACLOPRID,0.0215
ceccano,F1.69,ESACLOROCICLOESANO,0.06
ceccano,F1.69,TERBUTRINA,0.04
ceccano,F1.69,CARBENDAZIM,0.01
ceccano,F1.69,ANTIPARASSITARI CICLODIENE,0.005
ceprano,F1.73,PROPAMOCARB,0.09
ceprano,F1.73,S-METOLACLOR,0.04
ceprano,F1.73,DIMETOMORF,0.01
anagni,F1.74,IMIDACLOPRID,0.02
anagni,F1.74,CLORSULFURON,0.03
ceccano,F1.75,IMIDACLOPRID,0.0454
sermoneta,F2.02,S-METOLACLOR,0.01
terracina,F2.05,S-METOLACLOR,0.0332
terracina,F2.05,LENACIL,0.0368
terracina,F2.05,PROPIZAMIDE,0.03
terracina,F2.05,DIMETOATO,0.044
terracina,F2.07,CIPERMETRINA,0.0001
terracina,F2.07,AMETOCTRADIN,0.08
terracina,F2.07,DICOFOL,0.0006
terracina,F2.07,CARBENDAZIM,0.01
latina,F2.10,DICOFOL,0.06
latina,F2.10,IMIDACLOPRID,0.06
latina,F2.10,CLORPIRIFOS,0.05
latina,F2.10,DIMETOATO,0.04
latina,F2.10,CARBENDAZIM,0.04
latina,F2.10,AMETOCTRADIN,0.01
latina,F2.10,TRICLOPIR,0.0469
latina,F2.10,DIMETOMORF,0.03
latina,F2.10,DIURON,0.01
latina,F2.10,BOSCALID,0.08
latina,F2.11,IMIDACLOPRID,0.1
latina,F2.11,BOSCALID,0.04
latina,F2.11,FLONICAMID,0.07
latina,F2.11,AZOSSISTROBINA,0.01
latina,F2.11,MCPA,0.03
latina,F2.11,CARBENDAZIM,0.02
latina,F2.11,DIMETOATO,0.03
latina,F2.11,DIMETOMORF,0.02
latina,F2.11,CLORANTRANILIPROLO,0.01
latina,F2.12,CIPERMETRINA,0.001
latina,F2.12,Eptacloro ed eptacloro epossido,4e-05
latina,F2.12,DICOFOL,0.01
latina,F2.12,IMIDACLOPRID,0.02
latina,F2.12,BOSCALID,0.12
latina,F2.12,CARBENDAZIM,0.11
latina,F2.12,DIMETOMORF,0.32
latina,F2.12,CLORPIRIFOS,0.02
latina,F2.12,FIPRONIL,0.05
latina,F2.12,PROPAMOCARB,0.01
latina,F2.12,PIRIMETANIL,0.02
latina,F2.12,DIMETOATO,0.01
latina,F2.12,CLORANTRANILIPROLO,0.148
latina,F2.12,PROPICONAZOLO,0.05
latina,F2.14,IMIDACLOPRID,0.0207
latina,F2.14,S-METOLACLOR,0.0159
sabaudia,F2.15,IMIDACLOPRID,0.02
sabaudia,F2.15,TERBUTRINA,0.09
sabaudia,F2.15,CIPERMETRINA,0.0001899999999999
sabaudia,F2.15,Eptacloro ed eptacloro epossido,8e-06
sabaudia,F2.15,DICOFOL,0.0029
sabaudia,F2.15,PROPAMOCARB,0.01
sabaudia,F2.15,CLORPIRIFOS,0.03
sabaudia,F2.15,CLOROTOLURON,0.01
sabaudia,F2.15,FENMEDIFAM,0.02
sabaudia,F2.15,ISOPROTURON,0.02
prossedi,F2.25,CARBENDAZIM,0.01
latina,F2.29,FLONICAMID,0.1
latina,F2.29,ACETAMIPRID,0.01
latina,F2.29,DIMETOMORF,0.018
latina,F2.29,CARBENDAZIM,0.08
latina,F2.35,IMIDACLOPRID,0.01
latina,F2.35,BOSCALID,0.01
pontinia,F2.37,CIPERMETRINA,0.0009199999999999
pontinia,F2.37,CARBENDAZIM,0.15
pontinia,F2.37,IMIDACLOPRID,0.05
pontinia,F2.37,Eptacloro ed eptacloro epossido,3e-05
pontinia,F2.37,PROPAMOCARB,0.03
pontinia,F2.37,METRIBUZIN,0.13
pontinia,F2.37,PROCLORAZ,0.29
pontinia,F2.37,BOSCALID,0.02
pontinia,F2.37,PROPIZAMIDE,0.2479
pontinia,F2.37,PROPICONAZOLO,0.08
pontinia,F2.37,TERBUTRINA,0.02
pontinia,F2.37,CLOROTOLURON,0.23
pontinia,F2.37,DICOFOL,0.002
pontinia,F2.37,DIMETOATO,0.0542
pontinia,F2.37,FLONICAMID,0.05
pontinia,F2.37,CLORPIRIFOS,0.01
pontinia,F2.37,LENACIL,0.02
pontinia,F2.37,MCPA,0.05
pontinia,F2.37,S-METOLACLOR,0.02
fondi,F2.69,CIPERMETRINA,0.0008
fondi,F2.69,TERBUTRINA,0.05
fondi,F2.69,Eptacloro ed eptacloro epossido,7e-05
fondi,F2.69,IMIDACLOPRID,0.02
fondi,F2.69,DICOFOL,0.001
fondi,F2.69,BOSCALID,0.03
fondi,F2.69,MCPA,0.02
fondi,F2.69,CARBENDAZIM,0.01
fondi,F2.69,OXAMIL,0.0355
fondi,F2.69,CIBUTRINA,0.001
lanuvio,F2.72,PROCLORAZ,0.41
lanuvio,F2.72,CIROMAZINA,0.31
lanuvio,F2.72,IMIDACLOPRID,0.07
lanuvio,F2.72,METRAFENONE,0.43
lanuvio,F2.72,TIACLOPRID,0.05
lanuvio,F2.72,FIPRONIL,0.0448
lanuvio,F2.72,CLOROTOLURON,0.01
lanuvio,F2.72,CARBENDAZIM,0.02
lanuvio,F2.72,BOSCALID,0.01
aprilia,F2.74,IMIDACLOPRID,0.06
aprilia,F2.74,CARBENDAZIM,0.06
aprilia,F2.74,TEBUCONAZOLO,0.11
aprilia,F2.74,LENACIL,0.03
aprilia,F2.74,PROPAMOCARB,0.14
aprilia,F2.74,DIMETOATO,0.02
castelforte,F2.76,CIPERMETRINA,5e-05
castelforte,F2.76,Eptacloro ed eptacloro epossido,6e-05
castelforte,F2.76,DIURON,0.03
castelforte,F2.76,CIBUTRINA,0.001
castelforte,F2.76,DICOFOL,0.001
minturno,F2.81,IMIDACLOPRID,0.06
minturno,F2.81,BUPIRIMATE,0.01
rieti,F3.48,Eptacloro ed eptacloro epossido,1e-05
rieti,F3.48,CIPERMETRINA,7e-05
rieti,F3.48,CIBUTRINA,0.0012
rieti,F3.62,TERBUTRINA,0.0289999999999999
rieti,F3.62,CIBUTRINA,0.0027
torrita tiberina,F3.76,DITIANON,0.02
torrita tiberina,F3.76,S-METOLACLOR,0.01
roma,F4.06,CIPERMETRINA,0.0003
roma,F4.06,CLOROTOLURON,0.1001
roma,F4.06,S-METOLACLOR,0.0164
roma,F4.06,TERBUTRINA,0.02
montelibretti,F4.08,CLOROTOLURON,0.0286
colleferro,F4.15,PROCLORAZ,0.03
colleferro,F4.16,IMIDACLOPRID,0.11
colleferro,F4.16,PROCLORAZ,1.08
colleferro,F4.16,CARBENDAZIM,0.01
colleferro,F4.16,METRAFENONE,0.31
colleferro,F4.16,PROPICONAZOLO,0.46
roma,F4.18,IMIDACLOPRID,0.07
roma,F4.18,"2,4-DICLOROFENOSSIBUTIRICO ACIDO",0.03
roma,F4.18,"2,4-DICLOROFENOSSIACETICO ACIDO",0.04
roma,F4.18,CLOROTOLURON,0.04
tolfa,F4.21,TEBUCONAZOLO,0.01
tolfa,F4.21,FENMEDIFAM,0.02
fiumicino,F4.23,IMIDACLOPRID,0.02
fiumicino,F4.23,CIBUTRINA,0.018
fiumicino,F4.23,LENACIL,0.02
fiumicino,F4.23,CLOROTOLURON,0.01
fiumicino,F4.23,AZOSSISTROBINA,0.01
ardea,F4.25,IMIDACLOPRID,0.03
ardea,F4.25,CARBENDAZIM,0.01
roma,F4.62,CIPERMETRINA,0.0008
roma,F4.62,TERBUTRINA,0.04
roma,F4.62,CARBENDAZIM,0.01
roma,F4.63,CARBENDAZIM,0.02
roma,F4.64,CIPERMETRINA,0.001
roma,F4.64,TERBUTRINA,0.07
roma,F4.64,DIMETOATO,0.02
roma,F4.64,CIBUTRINA,0.001
roma,F4.64,IMIDACLOPRID,0.01
cerveteri,F4.65,CIPERMETRINA,8e-05
cerveteri,F4.65,ANTIPARASSITARI CICLODIENE,0.03
santa marinella,F4.66,BUPIRIMATE,0.01
segni,F4.76,ESACLOROCICLOESANO,0.04
segni,F4.76,IMIDACLOPRID,0.12
segni,F4.76,DICOFOL,0.0081
segni,F4.76,METRAFENONE,0.01
segni,F4.76,DIURON,0.02
segni,F4.76,TERBUTRINA,0.03
segni,F4.76,MCPA,0.0697
roma,F4.80,IMIDACLOPRID,0.26
roma,F4.80,CARBENDAZIM,0.01
roma,F4.80,DIMETOATO,0.02
roma,F4.80,DIMETOMORF,0.01
roma,F4.80,AZIMSULFURON,0.06
ardea,F4.93,IMIDACLOPRID,0.05
ardea,F4.93,CARBENDAZIM,0.01
ardea,F4.93,MCPA,0.03
roma,F4.96,IMIDACLOPRID,0.08
roma,F4.96,CLOROTOLURON,0.04
montalto di castro,F5.05,S-METOLACLOR,0.01
tarquinia,F5.14,TERBUTRINA,0.02
tarquinia,F5.14,CIBUTRINA,0.002
tarquinia,F5.14,IMIDACLOPRID,0.01
